RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1596,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2208,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2704,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
3401,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1782,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2066,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
3461,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1946,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1678,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2773,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
4386,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1753,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2066,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2281,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
3117,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2203,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2236,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2939,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1362,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1346,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2141,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
3815,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
3163,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2981,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
4769,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2015,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1687,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2137,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1872,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2204,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
4878,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2434,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
4280,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2660,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2244,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2750,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2190,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1997,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1779,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1869,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2852,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
4398,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2070,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2262,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2130,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2536,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1500,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2613,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
3314,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
1869,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2668,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
6160,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2732,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
2214,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
file,isFamiliar,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
E_M_Michael_McIntyr.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
E_M_Ewan_McGregor.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
E_M_Peter_Kay.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
E_F_Sarah_Millican.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
P_M_Gordon_Brown.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
P_M_Michael_Gove.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
P_M_keir_starmer.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
P_M_david_camer.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
P_M_Sajid_Javid.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
E_M_Russell_Howard.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
E_F_Jennifer_Saunders.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
P_M_jeremy_corbyn.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
P_M_Tony_Blair.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
E_M_Simon_Pegg.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
P_F_Theresa_May.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
E_F_Dawn_Roma_French.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
P_M_nigel_farage.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
E_M_Jimmy_Carr.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
E_F_Julie_Walters.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
P_F_nicola_sturge.png,1,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
age: 30,gender: Female,handedness: right,5ef0530e6a229555fac1f7c9,"07/06/2022, 17:21:35"
