RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3819,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2968,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2748,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2443,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
5006,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
4820,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3290,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2467,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3809,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3184,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
4347,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2593,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2898,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2756,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3828,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
4557,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
4731,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2825,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
5355,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2971,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
6413,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3651,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
5893,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2729,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3416,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
4556,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
5631,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3463,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3264,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2600,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
5111,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2431,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2780,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3455,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3326,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2282,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2325,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2016,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2630,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3557,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2156,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2522,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
4039,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
5330,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
4492,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
5218,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3572,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2482,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2442,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2995,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
4327,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2222,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2177,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2871,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3982,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2773,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2664,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3111,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3823,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2625,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2786,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
5135,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2550,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2953,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
1958,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3020,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3498,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2349,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2389,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2685,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2195,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
5079,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3727,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3100,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2716,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2438,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2769,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2368,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
4182,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2833,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3064,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3059,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3846,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3438,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2782,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2637,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3236,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
5111,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2622,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2207,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3792,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3287,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3193,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
4999,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
3835,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
6051,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
6337,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
2707,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
5171,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e7347436a460d0008afbe91,"06/07/2022, 08:51:17"
