RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
6719,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2815,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1982,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1959,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
3014,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
3302,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2272,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1446,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1135,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2485,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1527,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2222,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1398,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2998,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2511,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1408,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2478,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
3432,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1895,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1830,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1591,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1159,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2591,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2015,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1559,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
