RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3935,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
4939,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2220,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3040,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2731,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3568,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
1679,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
1974,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
5287,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
6228,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2060,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3598,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2516,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2420,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2609,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3503,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3320,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2207,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3617,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2676,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
1762,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2240,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2798,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2405,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
6635,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2656,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3823,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
9311,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2829,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3072,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2560,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
1935,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2094,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3912,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
5157,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
16875,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2970,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2559,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2132,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2103,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
25752,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2034,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3026,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2452,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2304,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2221,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2823,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3271,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
10889,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2577,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
98042,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
4277,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
5397,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2347,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2961,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
4175,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
1825,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3195,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
3472,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
2758,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
1865,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e65051f13d10e277db1d3a5,"06/07/2022, 08:19:00"
