RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5368,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5707,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
6670,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4578,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5407,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
3771,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
6322,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5550,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5452,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4460,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5421,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
6642,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5866,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
6201,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5801,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
6059,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4028,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
6981,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4090,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
8424,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
6776,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4074,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
6535,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4788,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5316,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4619,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5431,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4477,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4635,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
6277,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
8052,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4938,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5152,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4548,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4038,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
3894,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5396,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5441,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4306,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4371,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
6919,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
3536,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
3999,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
3962,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
3942,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
6541,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4407,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4397,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4990,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5323,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4093,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5503,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4005,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4059,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
7900,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
6159,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5200,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5256,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
3895,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
3421,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
8354,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
3889,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
5028,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
2931,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
4717,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
2862,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6110f325c0a2c8381549eaf8,"06/07/2022, 09:03:28"
