RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
4930,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2826,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
5550,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
4278,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
6482,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
7315,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2771,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
3305,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
1842,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
4863,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
4145,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2904,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
4087,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
3644,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2509,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2198,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2736,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
3831,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2083,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2108,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2978,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
4257,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2163,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
1765,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
3215,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
1985,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
3965,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2601,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
3115,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2565,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
1716,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2348,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
1852,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2717,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
1906,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2170,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
1999,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
4239,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
1904,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
3749,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
3439,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2194,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2975,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
1796,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2268,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2325,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2451,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
7509,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2177,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
1392,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
3366,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
1884,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
5333,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2822,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
4437,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
4464,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
19149,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
8638,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
2584,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
1926,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
6791,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611bca8959a5fa547526e6f3,"06/08/2022, 10:42:14"
