RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2418,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2251,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
3587,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1860,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2419,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2022,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1942,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1828,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1808,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2185,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1664,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
5583,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2021,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1973,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1811,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
4023,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
