RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
1719,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3370,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3131,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3074,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2547,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
1900,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2147,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2131,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2037,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
4825,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
6411,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3082,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3369,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2840,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3953,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2387,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2294,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3902,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2693,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3314,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2798,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3934,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3929,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3765,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2553,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2234,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2229,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2952,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
1873,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2558,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2235,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2463,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2602,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
1914,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3434,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3635,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2374,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3146,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
1985,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
4836,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
1608,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2368,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2504,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3469,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3122,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2979,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
1960,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2567,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2993,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2887,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
3871,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
1940,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2544,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2921,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
2644,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,61128d38f512d6800205d192,"06/08/2022, 14:25:09"
