RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
5745,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2427,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2282,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2139,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
4365,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
3517,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
3405,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2298,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
1986,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2007,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2034,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2682,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2370,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
1995,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
3022,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2602,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2878,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2569,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2626,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2992,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
3751,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2509,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
4722,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
3683,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
4590,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2342,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
4606,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2712,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2167,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2462,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
3427,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
1980,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2081,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
1873,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2613,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2393,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
2057,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
file,isFamiliar,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Politics_peretz.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
E_guri2-250x310.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Entertainment_shimi.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Politics_lapid.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Entertainment_har_lev.jpg,0,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Politics_michaeliM.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Politics_smootch.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Entertainment_ornaBanai.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Entertainment_Ivri2.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Entertainment_rita.jpg,0,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Politics_liberman2.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Politics_zamir.jpg,0,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
E_katorza2-250x341.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Entertainment_shani.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Entertainment_mushonov.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Entertainment_yanai.jpg,0,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Politics_shaked.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Politics_yehimovitz.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Politics_benet.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
Entertainment_HassonShaher.jpg,1,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
age: 25,gender: M,handedness: right,5ec24766fd704d00089a80af,"06/07/2022, 08:17:22"
