RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4777,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4338,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
3536,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4026,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
5099,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
9490,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4653,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
3996,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4521,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4529,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4588,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4592,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
7404,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
7396,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
2907,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
7942,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
8841,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
10850,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
2971,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
3346,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
3055,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
3240,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
2928,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4052,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
5137,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
2852,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
3998,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
5008,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4739,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
3881,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
11596,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
38585,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4828,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4278,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
15599,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
10490,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
8718,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
3228,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
3988,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4827,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4073,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
5200,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
17484,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
18172,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
6503,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
3006,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
3475,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4235,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
4904,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
14186,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
2983,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
2981,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
8243,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
3467,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
file,isFamiliar,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Entertainment_yanai.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Politics_smootch.jpg,0,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Politics_lapid.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
E_guri2-250x310.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Politics_yehimovitz.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Politics_michaeliM.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Entertainment_mushonov.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Entertainment_shani.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Entertainment_rita.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Entertainment_har_lev.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Entertainment_ornaBanai.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Politics_zamir.jpg,0,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Politics_benet.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Entertainment_HassonShaher.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Entertainment_Ivri2.jpg,0,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Politics_peretz.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Entertainment_shimi.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
E_katorza2-250x341.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Politics_shaked.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
Politics_liberman2.jpg,1,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
age: 40,gender: F,handedness: right,5f8475cb2ccf410cd477c1ec,"06/07/2022, 09:07:27"
