RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
5073,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3381,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
5682,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3332,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
2716,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
6052,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3250,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
7812,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4845,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3095,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
7606,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4030,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
5153,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3075,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
2305,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
9673,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
6462,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3468,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
2473,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3745,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4791,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
6537,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3293,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
5188,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
5389,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4678,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
2823,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
2885,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
7088,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3801,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4420,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4655,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
5693,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
5022,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
6208,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3586,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4858,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
5147,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4475,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
2648,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3931,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
5558,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
2958,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4378,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3343,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4717,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
5453,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4937,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
2517,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
5036,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4993,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
2419,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4389,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
7467,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
6574,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4389,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
2675,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3318,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4434,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3103,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3853,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3425,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
2422,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4338,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
3441,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
4396,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
6521,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d1d8aaf32ab4a00013fadb7,"06/08/2022, 10:06:35"
