RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2292,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
3356,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
4020,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
1759,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2710,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2602,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2637,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2268,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2896,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2886,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2529,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
3670,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2611,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2209,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
4155,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
1928,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
4289,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
9206,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
3735,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2174,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2733,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2655,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2268,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
4335,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
1871,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
3394,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2272,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
5010,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2330,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
4017,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2870,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
3773,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2404,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2295,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2534,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
13640,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2597,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
5049,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
3149,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
4019,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2481,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2397,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2278,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2094,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
1919,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
5644,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
3165,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
2339,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
file,isFamiliar,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Entertainment_shani.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Entertainment_shimi.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Politics_michaeliM.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Politics_liberman2.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Politics_lapid.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Entertainment_Ivri2.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Entertainment_har_lev.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Politics_zamir.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Entertainment_mushonov.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Entertainment_rita.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Entertainment_ornaBanai.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Entertainment_HassonShaher.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Entertainment_yanai.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Politics_smootch.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Politics_benet.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
E_katorza2-250x341.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Politics_shaked.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
E_guri2-250x310.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Politics_peretz.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
Politics_yehimovitz.jpg,1,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
age: 22,gender: F,handedness: right,5f75c5adc6c6f326af675259,"06/12/2022, 07:53:06"
