RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3295,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4414,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4848,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3017,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
9999,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3370,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4265,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
5517,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
5919,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
7994,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3275,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3615,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4313,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4410,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3357,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3469,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
2878,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
7074,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
2774,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
6254,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
7157,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
12456,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3272,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4603,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4506,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
5508,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4035,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3857,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4586,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3415,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3030,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4681,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3386,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
2797,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4763,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3842,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
21792,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
5295,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4628,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3151,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3866,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
2712,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
2702,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4321,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4100,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
4722,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
6414,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
14864,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
11366,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
3784,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
8847,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
file,isFamiliar,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Politics_benet.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Politics_peretz.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Politics_smootch.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
E_katorza2-250x341.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
E_guri2-250x310.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Politics_liberman2.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Entertainment_rita.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Politics_michaeliM.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Entertainment_shimi.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Entertainment_ornaBanai.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Politics_lapid.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Politics_shaked.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Entertainment_har_lev.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Politics_yehimovitz.jpg,0,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Politics_zamir.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Entertainment_Ivri2.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Entertainment_shani.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Entertainment_mushonov.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Entertainment_yanai.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
Entertainment_HassonShaher.jpg,1,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
age: 25,gender: F,handedness: right,5f75cfbb3e500727c8c97631,"06/06/2022, 09:00:05"
