RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Politics_smootch.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Politics_yehimovitz.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Politics_peretz.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Entertainment_rita.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Entertainment_har_lev.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Politics_zamir.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Politics_liberman2.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Entertainment_HassonShaher.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Entertainment_shimi.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Politics_michaeliM.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Entertainment_mushonov.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Entertainment_ornaBanai.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
Entertainment_shani.jpg,1,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
age: 23,gender: F,handedness: right,6105578a719aba1110ca5471,"06/08/2022, 15:01:41"
