RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
2655,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
2707,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
2154,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
2328,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
8153,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
2495,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
3435,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
2309,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
file,isFamiliar,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Politics_liberman2.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Politics_lapid.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Entertainment_HassonShaher.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Entertainment_rita.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Entertainment_shani.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
E_guri2-250x310.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Politics_benet.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Entertainment_ornaBanai.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Entertainment_mushonov.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
E_katorza2-250x341.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Politics_smootch.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Politics_yehimovitz.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Entertainment_har_lev.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Politics_peretz.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Entertainment_shimi.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Entertainment_yanai.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Politics_shaked.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Entertainment_Ivri2.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Politics_zamir.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
Politics_michaeliM.jpg,1,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
age: 25,gender: F,handedness: left,5fb6822a6593ca03708b39bc,"06/07/2022, 08:38:43"
