RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
6078,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
6614,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
5837,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3295,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2981,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
7180,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
7638,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
7917,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3030,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2806,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
5863,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
5918,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3567,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3166,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2384,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
5910,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
7830,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
8143,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2927,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4807,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2949,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4647,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
5269,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4582,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
5134,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4334,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3055,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4574,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
5326,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3566,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3134,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2382,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3030,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
7453,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
5238,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
6943,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
5046,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2294,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
6182,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
6991,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3766,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4662,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4213,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4038,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4702,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2959,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
5128,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3340,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2616,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
6269,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4261,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4831,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3172,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
6125,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3742,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3103,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3093,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3965,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3854,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
6183,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3286,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2407,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4799,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2950,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2446,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2087,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
7741,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3550,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4093,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
6871,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2566,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
6734,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4382,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2591,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4990,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2318,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2071,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2606,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3142,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
11086,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
5775,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4710,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2399,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2670,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
7679,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2898,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3574,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2527,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2694,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
1935,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3159,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4127,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4023,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4830,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2863,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4095,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3702,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2567,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3495,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2814,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2182,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2678,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3191,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2503,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3734,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2439,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2510,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2719,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2336,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
1782,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3758,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
5639,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3007,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3734,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2061,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
7078,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3039,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2708,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2806,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2726,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2295,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2573,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3397,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3255,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2713,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
2454,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3023,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
1854,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
4743,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
3199,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fd131a9a38b070be1ad92f0,"06/08/2022, 09:59:13"
