RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4416,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3770,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3137,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3708,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4064,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4151,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3864,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4015,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4323,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4418,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
6842,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4116,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4210,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
5429,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3726,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
6594,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3643,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4199,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3985,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
5309,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
7362,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4456,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3992,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
5611,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
9197,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4668,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4184,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
5283,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3864,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4883,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3838,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
5416,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
5652,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4717,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3949,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3810,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4237,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4197,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
9955,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4666,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4198,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3412,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4404,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
6660,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
6354,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3720,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4798,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3027,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
6437,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4214,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3677,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4667,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
11847,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
11814,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
11522,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4997,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
6728,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
4748,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
5470,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3007,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
3605,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
7310,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
8152,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,615b223f6a8f4a125e58fd0c,"06/08/2022, 10:17:23"
