RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3397,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5076,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
7430,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
7160,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6616,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
23599,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2784,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4209,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5863,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4567,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6533,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
31674,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3405,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5124,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3446,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5070,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4603,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4007,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3807,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2964,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5452,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
9323,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5897,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3754,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5555,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6293,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
47845,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
56453,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3051,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4075,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3935,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3744,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
8722,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3748,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4642,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4654,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3503,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
8371,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6582,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3038,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4596,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3381,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3740,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5760,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
109297,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4719,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3110,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2418,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
44718,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2801,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4865,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3970,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4196,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4065,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6465,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
10185,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3277,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3617,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5422,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
10473,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4324,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3460,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
7113,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2644,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2423,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3258,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
14934,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3866,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3267,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6265,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5175,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3618,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5008,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3612,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2451,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
9348,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3310,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3164,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
7236,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
37028,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3932,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3100,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2555,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5310,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2611,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4445,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5353,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6023,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3688,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4029,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2868,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3396,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
7261,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
102017,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
13150,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4445,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
43971,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4272,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4261,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3969,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6127,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4137,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4485,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4622,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2451,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3659,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2475,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3846,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2799,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2501,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4366,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3376,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
7087,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5609,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3653,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
12828,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6322,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
7467,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
12640,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4594,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
42531,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
16601,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
26275,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5210,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5563,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
