RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2286,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1615,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2402,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2381,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
3927,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1833,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2090,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2261,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1709,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
4304,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2249,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2452,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2121,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2326,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2067,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2195,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2186,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
3039,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1953,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2650,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1815,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1733,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2755,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1919,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1874,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
3330,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1769,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1773,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1789,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
3152,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1781,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
3954,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2496,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2232,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1705,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2117,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2626,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2230,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2194,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
3375,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1778,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2894,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2712,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2553,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
4620,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1815,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2950,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1835,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2601,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1996,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1864,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2259,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
1506,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2243,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
2098,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
file,isFamiliar,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
P_M_Michael_Gove.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
P_M_Gordon_Brown.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
E_F_Julie_Walters.png,0,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
E_M_Simon_Pegg.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
P_F_Theresa_May.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
E_M_Ewan_McGregor.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
P_M_david_camer.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
E_M_Russell_Howard.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
E_F_Jennifer_Saunders.png,0,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
E_M_Peter_Kay.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
P_M_Sajid_Javid.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
E_M_Michael_McIntyr.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
P_F_nicola_sturge.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
P_M_keir_starmer.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
E_F_Dawn_Roma_French.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
P_M_nigel_farage.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
E_M_Jimmy_Carr.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
E_F_Sarah_Millican.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
P_M_jeremy_corbyn.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
P_M_Tony_Blair.png,1,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
age: 28,gender: Male,handedness: ambidextrous,62c43b4e60eba7f584e3f69a,"07/06/2022, 18:56:44"
