RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
21467,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4632,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4720,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5641,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3712,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3013,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3500,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2664,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5083,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3045,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
6517,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4243,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4820,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4912,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3419,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
6648,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3220,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5200,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
6311,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5084,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4496,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3424,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4521,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4952,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2629,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2535,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3261,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2941,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2150,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2053,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2582,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2758,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2386,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5032,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2377,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2147,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3306,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2577,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3578,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3580,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5318,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5488,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4115,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
6073,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
8047,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
8259,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3253,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2848,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3562,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5701,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3749,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
6314,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
file,isFamiliar,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
E_F_Julie_Walters.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
E_M_Jimmy_Carr.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
P_M_Sajid_Javid.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
E_M_Simon_Pegg.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
E_M_Peter_Kay.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
P_M_nigel_farage.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
E_F_Jennifer_Saunders.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
P_M_david_camer.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
P_M_jeremy_corbyn.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
P_F_Theresa_May.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
P_M_keir_starmer.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
E_F_Sarah_Millican.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
P_M_Michael_Gove.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
P_M_Tony_Blair.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
E_M_Michael_McIntyr.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
P_M_Gordon_Brown.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
P_F_nicola_sturge.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
E_F_Dawn_Roma_French.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
E_M_Russell_Howard.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
E_M_Ewan_McGregor.png,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
age: 32,gender: Female,handedness: left,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
