RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2730,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1943,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2266,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
3115,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2910,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2811,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
3610,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1865,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1778,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1650,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2267,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1830,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
4965,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2982,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2132,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1766,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1749,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
3555,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2077,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1849,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1881,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2961,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2329,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2166,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2247,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2127,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2160,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2199,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
5563,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2528,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2444,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2227,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2298,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2099,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1901,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
3508,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
7697,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2011,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2277,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2194,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
3946,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1694,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2010,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1862,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1764,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1865,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1481,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1482,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1747,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
1882,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2381,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2231,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2382,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2664,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2228,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
7662,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
2827,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
5095,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
file,isFamiliar,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
E_F_Dawn_Roma_French.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
P_M_jeremy_corbyn.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
P_M_david_camer.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
E_M_Michael_McIntyr.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
E_M_Russell_Howard.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
E_F_Jennifer_Saunders.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
E_F_Julie_Walters.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
E_F_Sarah_Millican.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
E_M_Ewan_McGregor.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
P_F_Theresa_May.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
E_M_Peter_Kay.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
P_M_nigel_farage.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
P_M_keir_starmer.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
E_M_Simon_Pegg.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
P_M_Michael_Gove.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
P_M_Sajid_Javid.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
P_M_Tony_Blair.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
E_M_Jimmy_Carr.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
P_F_nicola_sturge.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
P_M_Gordon_Brown.png,1,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
age: 27,gender: Female,handedness: right,5e1f321074dfbe028c2fbb18,"07/06/2022, 18:55:02"
