RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
3507,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
3552,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
4201,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
3591,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
3721,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
4410,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
3883,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
4831,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
4062,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
5641,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
2911,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
4431,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
4332,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
3492,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
4762,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
3171,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
2861,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
3822,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
4552,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
2835,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
3101,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
file,isFamiliar,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
P_M_jeremy_corbyn.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
P_F_Theresa_May.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
P_M_david_camer.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
E_F_Dawn_Roma_French.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
P_F_nicola_sturge.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
E_F_Jennifer_Saunders.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
E_M_Jimmy_Carr.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
P_M_keir_starmer.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
E_F_Julie_Walters.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
E_M_Peter_Kay.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
P_M_Gordon_Brown.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
P_M_Michael_Gove.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
P_M_Sajid_Javid.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
E_M_Simon_Pegg.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
E_M_Ewan_McGregor.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
P_M_Tony_Blair.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
E_M_Michael_McIntyr.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
E_F_Sarah_Millican.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
P_M_nigel_farage.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
E_M_Russell_Howard.png,1,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
age: 29,gender: Female,handedness: right,5e52d7229dab3b2f03ff0837,"07/06/2022, 19:04:56"
