RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2929,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2699,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2139,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2876,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2076,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
4518,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
3014,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2274,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2843,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2531,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2875,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
3536,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2850,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
4343,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2067,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2908,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
1820,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
3597,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2692,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
8127,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
12834,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
5471,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
4749,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2700,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
3638,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2202,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2428,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2283,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2202,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
5576,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
3437,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
3508,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2517,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
4132,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
3957,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
3678,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2643,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2011,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
5553,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
4726,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2603,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2973,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
3309,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
6144,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
2750,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
4630,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
4198,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
4206,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
4190,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
3036,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
5176,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
4261,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
file,isFamiliar,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
P_M_nigel_farage.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
E_F_Julie_Walters.png,0,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
P_M_david_camer.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
P_M_Michael_Gove.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
E_M_Michael_McIntyr.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
P_M_keir_starmer.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
P_M_Tony_Blair.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
E_M_Simon_Pegg.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
P_M_Sajid_Javid.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
E_F_Sarah_Millican.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
E_F_Dawn_Roma_French.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
P_F_Theresa_May.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
P_F_nicola_sturge.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
E_M_Peter_Kay.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
E_F_Jennifer_Saunders.png,0,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
P_M_Gordon_Brown.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
E_M_Ewan_McGregor.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
E_M_Russell_Howard.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
E_M_Jimmy_Carr.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
P_M_jeremy_corbyn.png,1,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
age: 30,gender: Male,handedness: right,62aa310e13da338902eaf38e,"07/06/2022, 18:56:06"
