RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2293,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2920,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2370,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2619,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
4384,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2688,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
6321,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
3048,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2453,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
3042,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2082,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1903,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1819,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2962,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2694,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2709,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
3723,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2061,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1532,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1967,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1387,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
3152,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1723,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2021,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2365,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1979,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
3647,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2311,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2517,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2152,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1449,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2054,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2373,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2389,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2269,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2215,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1882,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2252,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1254,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2301,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1687,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2869,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1550,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1653,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1857,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1722,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1785,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1390,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1929,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1326,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1776,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1291,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1678,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
3487,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1455,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1806,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2549,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
6076,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1539,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1589,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2496,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2079,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1726,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1419,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2766,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1694,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2218,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1385,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1258,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2345,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1914,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1863,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1515,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
2600,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1786,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1769,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
1547,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fefbee02c2ee6e7ad30b24d,"07/06/2022, 19:04:38"
