"","E_F_Dawn_Roma_French.png","E_F_Jennifer_Saunders.png","E_F_Julie_Walters.png","E_F_Sarah_Millican.png","E_M_Ewan_McGregor.png","E_M_Jimmy_Carr.png","E_M_Michael_McIntyr.png","E_M_Peter_Kay.png","E_M_Russell_Howard.png","E_M_Simon_Pegg.png","P_F_nicola_sturge.png","P_F_Theresa_May.png","P_M_david_camer.png","P_M_Gordon_Brown.png","P_M_jeremy_corbyn.png","P_M_keir_starmer.png","P_M_Michael_Gove.png","P_M_nigel_farage.png","P_M_Sajid_Javid.png","P_M_Tony_Blair.12..png"
"E_F_Dawn_Roma_French.png",NA,-1.01304756393186,-0.899780619206986,0.405242513803349,0.416492281732448,0.0968195470957723,0.26067209413788,-0.241413943741451,0.394757826124707,0.498828379280199,-0.574040156358949,-0.548221126248255,0.542702152157111,0.405051793884138,0.834491043048809,0.183168259489955,0.207182666917158,0.338522218712225,0.623998616420299,0.347068408351283
"E_F_Jennifer_Saunders.png",-1.01304756393186,NA,-0.470942089539091,0.344733985560281,-0.331034460775427,0.411267773135862,-0.0819876363250471,0.325242677220816,-0.575529980373406,0.663985336300336,-0.471834431136397,-1.03190388865307,0.611144560734693,0.0137783094360034,0.727547934363329,0.566151500968249,-0.271501554903754,0.642712618167421,0.730074748004703,0.162038259014313
"E_F_Julie_Walters.png",-0.899780619206986,-0.470942089539091,NA,0.375123514125912,0.300111907990019,0.5686883077798,0.555946882272915,0.397034169305023,-0.154243572246743,0.574341559590629,-0.912478623262095,-1.07190774883219,0.758911986420266,0.326101350954061,0.717552549374955,0.0331142710318808,-0.409497186076541,0.648548614906325,0.19611906973516,0.175611541908447
"E_F_Sarah_Millican.png",0.405242513803349,0.344733985560281,0.375123514125912,NA,0.761248855685069,0.581341523581631,0.526853223253836,-0.0584415750721142,0.369920889438105,0.407597222922702,-0.0215664302697527,-0.61406873593085,0.185374549696774,0.552571991767343,0.901354785795801,-0.0100853110221797,-0.831725068721914,-0.398072501297541,0.3889600843058,0.243375611028673
"E_M_Ewan_McGregor.png",0.416492281732448,-0.331034460775427,0.300111907990019,0.761248855685069,NA,-0.230386647047603,-0.0606512568375569,0.615563762422058,0.0142687880499335,-0.61634556539916,0.418545607821455,-0.0826191864525964,0.000138779712419083,0.435083568487956,-0.576898033404617,-0.0728770169987692,0.226559512194034,0.0392712201309059,1.04465787640314,0.376009158485037
"E_M_Jimmy_Carr.png",0.0968195470957723,0.411267773135862,0.5686883077798,0.581341523581631,-0.230386647047603,NA,-0.686426934294336,-0.000733334305588646,0.554205469035907,-0.96731213122844,-0.348510856408008,-0.462917046383556,-1.05002778900216,-0.0115199177722006,0.498513400812452,-0.629631175523058,-0.703904527343063,-1.63865332074216,0.569618645304023,-0.655068020616849
"E_M_Michael_McIntyr.png",0.26067209413788,-0.0819876363250471,0.555946882272915,0.526853223253836,-0.0606512568375569,-0.686426934294336,NA,0.0350652821121455,-0.336210011630674,0.0864890194563894,-0.120650802962183,-0.0720961175503918,-0.0670637522127129,-0.783756392273168,0.23034178583584,-0.25577801122055,-0.479020697103392,-0.186938417606928,0.398575331799671,-1.2836311196998
"E_M_Peter_Kay.png",-0.241413943741451,0.325242677220816,0.397034169305023,-0.0584415750721142,0.615563762422058,-0.000733334305588646,0.0350652821121455,NA,0.835112288247758,0.508883905234124,-0.582986912555412,0.233060104419308,-1.69592757439034,0.20289512302446,0.847622007595726,-1.77280514001553,0.0609464104892917,-0.816969680671167,0.748135201822607,0.830801910311092
"E_M_Russell_Howard.png",0.394757826124707,-0.575529980373406,-0.154243572246743,0.369920889438105,0.0142687880499335,0.554205469035907,-0.336210011630674,0.835112288247758,NA,-0.834115417023952,-0.0531034753987194,-0.47953820542797,-0.520623575680431,-0.437105613123011,-0.493821703343061,-0.402529618079402,-0.544025211994517,0.307813887781137,0.90576237884408,-0.0771281458938749
"E_M_Simon_Pegg.png",0.498828379280199,0.663985336300336,0.574341559590629,0.407597222922702,-0.61634556539916,-0.96731213122844,0.0864890194563894,0.508883905234124,-0.834115417023952,NA,-0.106486425688933,0.0586706168754199,-0.37918302369497,-0.182058647169267,-0.0710675291885196,-0.298449958218486,-1.16383494461473,-0.859477334509746,0.633390770585269,-0.89480326109056
