"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness"
"4886","P_M_keir_starmer.png","P_M_Michael_Gove.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",4,"1","12345","P_M_keir_starmer(9).png P_M_Michael_Gove(3).png",-0.533776294359007,"26","Female","right"
"3456","P_F_nicola_sturge.png","P_M_Tony_Blair(12).png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M",6,"1","12345","P_F_nicola_sturge(17).png P_M_Tony_Blair(12).png",0.865085718443907,"26","Female","right"
"4402","E_M_Jimmy_Carr.png","P_M_Tony_Blair(12).png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",3,"1","12345","E_M_Jimmy_Carr(12).png P_M_Tony_Blair(12).png",-1.23320730076046,"26","Female","right"
"4754","E_F_Julie_Walters.png","P_M_Sajid_Javid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",3,"1","12345","E_F_Julie_Walters(15).png P_M_Sajid_Javid(12).png",-1.23320730076046,"26","Female","right"
"3435","E_F_Dawn_Roma_French.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",5,"1","12345","E_F_Dawn_Roma(22).png P_M_nigel_farage(9).png",0.16565471204245,"26","Female","right"
"3199","E_M_Jimmy_Carr.png","E_M_Simon_Pegg.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M",3,"1","12345","E_M_Jimmy_Carr(12).png E_M_Simon_Pegg(24).png",-1.23320730076046,"26","Female","right"
"3561","E_F_Julie_Walters.png","E_M_Peter_Kay.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",6,"1","12345","E_F_Julie_Walters(15).png E_M_Peter_Kay(20).png",0.865085718443907,"26","Female","right"
"4088","E_F_Sarah_Millican.png","E_M_Michael_McIntyr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",6,"1","12345","E_F_Sarah_Millican(22).png E_M_Michael_McIntyr(7).png",0.865085718443907,"26","Female","right"
"3269","E_M_Simon_Pegg.png","P_F_nicola_sturge.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F",2,"1","12345","E_M_Simon_Pegg(24).png P_F_nicola_sturge(17).png",-1.93263830716192,"26","Female","right"
"2377","E_M_Peter_Kay.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",3,"1","12345","E_M_Peter_Kay(20).png P_M_nigel_farage(9).png",-1.23320730076046,"26","Female","right"
"2849","P_M_david_camer.png","P_M_Sajid_Javid.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",5,"1","12345","P_M_david_camer(18).png P_M_Sajid_Javid(12).png",0.16565471204245,"26","Female","right"
"4802","E_M_Jimmy_Carr.png","E_M_Michael_McIntyr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M",1,"1","12345","E_M_Jimmy_Carr(12).png E_M_Michael_McIntyr(7).png",-2.63206931356338,"26","Female","right"
"2927","E_F_Julie_Walters.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"1","12345","E_F_Julie_Walters(15).png P_M_nigel_farage(9).png",0.865085718443907,"26","Female","right"
"2736","P_M_nigel_farage.png","P_M_Sajid_Javid.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"1","12345","P_M_nigel_farage(9).png P_M_Sajid_Javid(12).png",0.865085718443907,"26","Female","right"
"3323","P_F_nicola_sturge.png","P_M_keir_starmer.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M",5,"1","12345","P_F_nicola_sturge(17).png P_M_keir_starmer(9).png",0.16565471204245,"26","Female","right"
"2322","E_M_Simon_Pegg.png","P_M_Michael_Gove.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",3,"1","12345","E_M_Simon_Pegg(24).png P_M_Michael_Gove(3).png",-1.23320730076046,"26","Female","right"
"5485","E_F_Julie_Walters.png","P_F_nicola_sturge.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F",2,"1","12345","E_F_Julie_Walters(15).png P_F_nicola_sturge(17).png",-1.93263830716192,"26","Female","right"
"2773","E_F_Julie_Walters.png","E_M_Jimmy_Carr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",6,"1","12345","E_F_Julie_Walters(15).png E_M_Jimmy_Carr(12).png",0.865085718443907,"26","Female","right"
"3016","P_M_Gordon_Brown.png","P_M_Tony_Blair(12).png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",4,"1","12345","P_M_Gordon_Brown(14).png P_M_Tony_Blair(12).png",-0.533776294359007,"26","Female","right"
"2663","P_F_nicola_sturge.png","P_M_Michael_Gove.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M",3,"1","12345","P_F_nicola_sturge(17).png P_M_Michael_Gove(3).png",-1.23320730076046,"26","Female","right"
"5100","E_F_Dawn_Roma_French.png","E_M_Ewan_McGregor.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",5,"1","12345","E_F_Dawn_Roma(22).png E_M_Ewan_McGregor(15).png",0.16565471204245,"26","Female","right"
"2477","E_M_Jimmy_Carr.png","P_M_Sajid_Javid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"1","12345","E_M_Jimmy_Carr(12).png P_M_Sajid_Javid(12).png",0.865085718443907,"26","Female","right"
"4029","E_F_Sarah_Millican.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"1","12345","E_F_Sarah_Millican(22).png P_M_nigel_farage(9).png",0.865085718443907,"26","Female","right"
"3427","E_M_Ewan_McGregor.png","P_F_nicola_sturge.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F",5,"1","12345","E_M_Ewan_McGregor(15).png P_F_nicola_sturge(17).png",0.16565471204245,"26","Female","right"
"3597","E_M_Michael_McIntyr.png","E_M_Peter_Kay.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M",4,"1","12345","E_M_Michael_McIntyr(7).png E_M_Peter_Kay(20).png",-0.533776294359007,"26","Female","right"
"3503","E_M_Peter_Kay.png","E_M_Russell_Howard.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M",6,"1","12345","E_M_Peter_Kay(20).png E_M_Russell_Howard(20).png",0.865085718443907,"26","Female","right"
"4038","E_M_Ewan_McGregor.png","E_M_Jimmy_Carr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M",5,"1","12345","E_M_Ewan_McGregor(15).png E_M_Jimmy_Carr(12).png",0.16565471204245,"26","Female","right"
