RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
9389,E_M_Jimmy_Carr(5).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
4424,E_M_Ewan_McGregor(3).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
4464,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
6507,P_M_david_camer(14).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
6723,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
6347,E_M_Ewan_McGregor(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
4867,P_M_jeremy_corbyn(2).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
5351,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3046,E_F_Jennifer_Saunders.png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
12593,E_F_Jennifer_Saunders.png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
4376,E_F_Jennifer_Saunders.png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
6673,E_M_Russell_Howard(10).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3742,E_M_Michael_McIntyr(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
6570,E_M_Michael_McIntyr(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
4013,E_F_Julie_Walters(20).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2710,E_F_Julie_Walters(20).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2537,E_F_Julie_Walters(20).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
4121,P_M_david_camer(14).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3543,E_M_Michael_McIntyr(8).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
13437,E_F_Dawn_Roma(4).png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2313,P_M_Gordon_Brown(19).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2363,E_M_Jimmy_Carr(5).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
4740,P_M_Michael_Gove(9).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3906,E_F_Dawn_Roma(4).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3824,E_M_Jimmy_Carr(5).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
5669,E_M_Peter_Kay(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3695,P_M_keir_starmer(6).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3895,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
4348,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
4082,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2793,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2234,P_F_nicola_sturge(10).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2258,E_F_Sarah_Millican(1).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3267,E_M_Russell_Howard(10).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
5157,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3637,E_M_Jimmy_Carr(5).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3539,E_M_Simon_Pegg(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2573,E_F_Jennifer_Saunders.png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2190,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3130,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2837,E_M_Jimmy_Carr(5).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2305,E_M_Peter_Kay(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
5071,E_M_Peter_Kay(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3621,E_M_Ewan_McGregor(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2570,E_M_Jimmy_Carr(5).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2522,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
11114,E_F_Dawn_Roma(4).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2252,P_M_david_camer(14).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2988,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3880,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3968,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
10368,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3388,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
1752,E_F_Julie_Walters(20).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
1576,E_M_Ewan_McGregor(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
4860,E_F_Dawn_Roma(4).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3433,E_F_Dawn_Roma(4).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2236,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2020,E_F_Julie_Walters(20).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2451,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2435,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
5589,P_M_keir_starmer(6).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2275,P_F_nicola_sturge(10).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
3784,E_F_Julie_Walters(20).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
1688,P_M_nigel_farage(5).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2362,E_M_Simon_Pegg(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2331,E_F_Sarah_Millican(1).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
9050,E_M_Ewan_McGregor(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
9555,E_M_Ewan_McGregor(3).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2278,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
2521,E_F_Julie_Walters(20).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5fe93b6dad8fba884beb4035,"10/27/2022, 14:00:55"
