RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2224,E_M_Michael_McIntyr(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2950,E_M_Jimmy_Carr(5).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
8270,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1558,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1671,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2436,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1804,E_M_Jimmy_Carr(5).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1841,E_F_Dawn_Roma(4).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
4190,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
9502,E_M_Michael_McIntyr(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1757,E_M_Ewan_McGregor(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
3030,E_F_Dawn_Roma(4).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2342,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
3024,E_M_Peter_Kay(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1908,P_M_Gordon_Brown(19).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1511,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2831,E_M_Michael_McIntyr(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2047,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
3133,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
9099,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1110,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1547,E_M_Simon_Pegg(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1639,E_M_Jimmy_Carr(5).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
3063,E_F_Julie_Walters(20).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2466,E_M_Russell_Howard(10).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
9021,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1614,P_M_david_camer(14).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1623,E_F_Dawn_Roma(4).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1667,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1253,E_F_Dawn_Roma(4).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1709,E_F_Julie_Walters(20).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1918,E_F_Dawn_Roma(4).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1351,E_M_Peter_Kay(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2406,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2341,E_M_Jimmy_Carr(5).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
11830,E_M_Jimmy_Carr(5).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2135,E_F_Dawn_Roma(4).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
4988,E_F_Julie_Walters(20).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1934,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1783,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
4131,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2796,E_F_Julie_Walters(20).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2072,E_F_Dawn_Roma(4).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1664,P_M_Sajid_Javid(4).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
3756,P_M_Gordon_Brown(19).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
3968,E_M_Russell_Howard(10).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2207,E_M_Peter_Kay(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
8162,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1557,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1278,P_F_Theresa_May(3).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
907,E_M_Simon_Pegg(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2335,P_M_Gordon_Brown(19).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
1493,E_F_Jennifer_Saunders.png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
3844,P_M_david_camer(14).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
2014,E_M_Michael_McIntyr(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
4284,E_M_Peter_Kay(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
3045,P_M_keir_starmer(6).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
file,isFamiliar,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
E_M_Simon_Pegg(8).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
E_M_Jimmy_Carr(5).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
P_M_nigel_farage(5).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
P_M_keir_starmer(6).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
P_M_Gordon_Brown(19).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
E_F_Sarah_Millican(1).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
P_M_jeremy_corbyn(2).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
E_M_Peter_Kay(3).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
E_M_Russell_Howard(10).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
E_F_Julie_Walters(20).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
P_F_nicola_sturge(10).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
P_M_Michael_Gove(9).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
E_F_Jennifer_Saunders.png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
P_F_Theresa_May(3).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
E_M_Ewan_McGregor(3).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
E_M_Michael_McIntyr(8).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
P_M_david_camer(14).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
P_M_Tony_Blair.png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
P_M_Sajid_Javid(4).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
E_F_Dawn_Roma(4).png,0,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
age: 29,gender: Male,handedness: right,5da21ef67284fa0010e1e11e,"10/27/2022, 13:55:19"
