RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
3016,E_M_Jimmy_Carr(5).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1489,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
3630,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2075,E_M_Peter_Kay(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1958,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1782,E_F_Julie_Walters(20).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
7390,E_M_Ewan_McGregor(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1766,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1856,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1710,E_F_Dawn_Roma(4).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1988,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1757,E_M_Ewan_McGregor(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1456,E_M_Jimmy_Carr(5).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1702,E_M_Michael_McIntyr(8).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1605,E_F_Jennifer_Saunders.png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
3468,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1399,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1509,E_F_Dawn_Roma(4).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1817,E_F_Julie_Walters(20).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1741,E_M_Michael_McIntyr(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2345,E_M_Simon_Pegg(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2136,P_M_Gordon_Brown(19).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
4069,E_F_Sarah_Millican(1).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1860,P_M_Michael_Gove(9).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
3001,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1999,P_M_jeremy_corbyn(2).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1887,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1658,E_F_Dawn_Roma(4).png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2270,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1774,E_F_Jennifer_Saunders.png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1735,E_M_Michael_McIntyr(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2265,P_F_Theresa_May(3).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1827,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2311,E_F_Dawn_Roma(4).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1958,E_M_Michael_McIntyr(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1550,E_F_Dawn_Roma(4).png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1995,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1812,E_F_Dawn_Roma(4).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1717,E_M_Ewan_McGregor(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
4290,P_M_keir_starmer(6).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
4031,P_M_jeremy_corbyn(2).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2175,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2186,E_M_Peter_Kay(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2572,E_M_Simon_Pegg(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2190,P_M_jeremy_corbyn(2).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1761,E_F_Dawn_Roma(4).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1939,P_F_nicola_sturge(10).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1894,E_F_Jennifer_Saunders.png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2190,E_F_Julie_Walters(20).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2278,P_F_Theresa_May(3).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1787,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1663,E_F_Julie_Walters(20).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
3270,E_M_Russell_Howard(10).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2104,E_M_Jimmy_Carr(5).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1767,P_F_nicola_sturge(10).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1734,P_M_david_camer(14).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1639,E_F_Sarah_Millican(1).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2076,E_M_Ewan_McGregor(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2068,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
4051,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1911,E_M_Simon_Pegg(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1758,P_F_Theresa_May(3).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2250,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1827,E_M_Jimmy_Carr(5).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1935,E_F_Sarah_Millican(1).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
3424,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1967,E_M_Simon_Pegg(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
3087,E_M_Peter_Kay(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
6484,P_M_david_camer(14).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
1495,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
2014,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef5f63c7aa58727ac4f8588,"10/27/2022, 13:13:09"
