RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3110,E_F_Julie_Walters(20).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2657,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2550,E_M_Peter_Kay(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3621,E_M_Ewan_McGregor(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2547,E_M_Michael_McIntyr(8).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2751,E_F_Julie_Walters(20).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2485,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2500,P_F_nicola_sturge(10).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3525,E_M_Peter_Kay(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3657,E_F_Dawn_Roma(4).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2250,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3126,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2519,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2784,P_M_Gordon_Brown(19).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2674,E_F_Dawn_Roma(4).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2511,E_M_Simon_Pegg(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2626,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3349,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2645,P_M_jeremy_corbyn(2).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2455,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
4470,E_F_Julie_Walters(20).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3813,E_F_Julie_Walters(20).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3297,E_F_Sarah_Millican(1).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
5297,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2642,P_F_Theresa_May(3).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
4729,E_M_Simon_Pegg(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2431,E_M_Ewan_McGregor(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2830,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2642,E_F_Dawn_Roma(4).png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3227,E_M_Russell_Howard(10).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3204,P_M_keir_starmer(6).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
4016,E_M_Michael_McIntyr(8).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2734,E_M_Ewan_McGregor(3).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
7736,P_M_jeremy_corbyn(2).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2657,E_F_Julie_Walters(20).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2704,E_F_Julie_Walters(20).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2939,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2732,E_M_Ewan_McGregor(3).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3407,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2124,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2642,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2843,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2486,E_F_Jennifer_Saunders.png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2532,P_M_david_camer(14).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2830,P_F_nicola_sturge(10).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3814,P_M_david_camer(14).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
4001,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2597,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2672,E_F_Dawn_Roma(4).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2439,E_M_Russell_Howard(10).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2485,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2314,E_F_Sarah_Millican(1).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3205,E_F_Julie_Walters(20).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3689,E_M_Michael_McIntyr(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3726,E_M_Michael_McIntyr(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2649,E_M_Jimmy_Carr(5).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2750,P_M_jeremy_corbyn(2).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3722,P_M_Michael_Gove(9).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2850,E_F_Jennifer_Saunders.png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2731,P_F_nicola_sturge(10).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2861,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3079,E_F_Dawn_Roma(4).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
4267,E_F_Sarah_Millican(1).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3279,E_M_Michael_McIntyr(8).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2063,E_M_Jimmy_Carr(5).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2651,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3407,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3160,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
3145,P_M_Michael_Gove(9).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2676,E_F_Jennifer_Saunders.png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2143,E_F_Dawn_Roma(4).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2383,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2311,E_M_Jimmy_Carr(5).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
4273,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2471,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
2688,E_M_Ewan_McGregor(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b755869d5d7a80001b45a1e,"10/27/2022, 12:50:25"
