RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1687,E_M_Michael_McIntyr(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1465,E_M_Ewan_McGregor(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1673,E_F_Julie_Walters(20).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1455,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1949,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1323,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1919,E_M_Peter_Kay(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
4381,E_F_Julie_Walters(20).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1227,E_F_Dawn_Roma(4).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1277,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1463,P_M_Gordon_Brown(19).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
5600,E_F_Jennifer_Saunders.png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2045,E_M_Jimmy_Carr(5).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
6690,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1677,E_M_Simon_Pegg(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1281,E_M_Russell_Howard(10).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
3661,E_F_Jennifer_Saunders.png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1658,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
4125,E_M_Peter_Kay(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2065,E_F_Julie_Walters(20).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2180,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1579,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2909,E_M_Michael_McIntyr(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1805,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2521,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
4643,E_M_Ewan_McGregor(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2550,E_F_Sarah_Millican(1).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2595,E_M_Peter_Kay(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2053,E_F_Julie_Walters(20).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2035,E_F_Dawn_Roma(4).png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1607,E_F_Dawn_Roma(4).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1091,E_M_Michael_McIntyr(8).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1767,P_M_Gordon_Brown(19).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1601,P_M_jeremy_corbyn(2).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1478,P_M_Sajid_Javid(4).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1227,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1203,P_M_Michael_Gove(9).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1793,P_M_keir_starmer(6).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2103,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1349,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1797,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2218,E_F_Julie_Walters(20).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1477,P_M_david_camer(14).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2053,E_M_Ewan_McGregor(3).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1471,P_M_keir_starmer(6).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1515,E_M_Jimmy_Carr(5).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1371,P_F_nicola_sturge(10).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1137,P_F_nicola_sturge(10).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1457,E_M_Jimmy_Carr(5).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2870,E_F_Dawn_Roma(4).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1041,E_M_Michael_McIntyr(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2954,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1416,E_F_Julie_Walters(20).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1708,E_F_Dawn_Roma(4).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
2241,P_M_Gordon_Brown(19).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1335,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
1160,E_M_Jimmy_Carr(5).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
file,isFamiliar,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
E_M_Ewan_McGregor(3).png,1,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
E_F_Sarah_Millican(1).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
E_F_Julie_Walters(20).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
P_M_Michael_Gove(9).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
E_M_Jimmy_Carr(5).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
P_M_david_camer(14).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
P_F_nicola_sturge(10).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
E_M_Michael_McIntyr(8).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
P_M_Gordon_Brown(19).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
E_M_Peter_Kay(3).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
E_F_Dawn_Roma(4).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
P_F_Theresa_May(3).png,1,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
P_M_Sajid_Javid(4).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
P_M_jeremy_corbyn(2).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
E_M_Russell_Howard(10).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
P_M_Tony_Blair.png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
E_F_Jennifer_Saunders.png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
E_M_Simon_Pegg(8).png,1,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
P_M_nigel_farage(5).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
P_M_keir_starmer(6).png,0,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
age: 26,gender: Male,handedness: right,6147c45e2fd30e98355c1e52,"10/27/2022, 13:09:02"
