RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2183,P_M_david_camer(14).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2428,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2070,E_F_Dawn_Roma(4).png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
4558,E_M_Russell_Howard(10).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
3462,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2507,E_F_Dawn_Roma(4).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2875,E_F_Julie_Walters(20).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
3322,P_M_jeremy_corbyn(2).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2309,P_M_david_camer(14).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2353,E_F_Dawn_Roma(4).png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
1739,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2386,E_M_Peter_Kay(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
1938,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2408,E_M_Simon_Pegg(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2018,E_M_Peter_Kay(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
9536,P_M_david_camer(14).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2436,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
3880,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
3522,E_M_Ewan_McGregor(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
4271,P_F_nicola_sturge(10).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2797,P_M_Michael_Gove(9).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
3514,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
1817,E_F_Dawn_Roma(4).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2418,E_F_Julie_Walters(20).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2630,E_M_Ewan_McGregor(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2073,E_F_Julie_Walters(20).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
3420,P_F_nicola_sturge(10).png,P_F_Theresa_May(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
7393,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
4527,E_F_Julie_Walters(20).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
1837,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
1843,E_M_Russell_Howard(10).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
1509,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
5542,E_F_Julie_Walters(20).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
1896,E_F_Dawn_Roma(4).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
1571,E_F_Dawn_Roma(4).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
1827,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2521,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
7014,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2415,E_M_Jimmy_Carr(5).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
3083,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
1654,E_M_Ewan_McGregor(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
6107,P_F_nicola_sturge(10).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
3078,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
4328,E_F_Julie_Walters(20).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
3200,E_M_Ewan_McGregor(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2271,E_F_Dawn_Roma(4).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
1796,E_F_Julie_Walters(20).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
3191,E_F_Dawn_Roma(4).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
3273,P_F_Theresa_May(3).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
3781,E_F_Sarah_Millican(1).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2846,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2096,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2997,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2139,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2462,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
11853,E_F_Jennifer_Saunders.png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
8311,P_M_keir_starmer(6).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
2075,E_M_Jimmy_Carr(5).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
file,isFamiliar,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
P_M_nigel_farage(5).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
P_M_Tony_Blair.png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
P_F_nicola_sturge(10).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
P_M_Michael_Gove(9).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
P_M_david_camer(14).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
E_M_Peter_Kay(3).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
P_M_Sajid_Javid(4).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
E_M_Jimmy_Carr(5).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
E_M_Michael_McIntyr(8).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
E_F_Jennifer_Saunders.png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
P_M_jeremy_corbyn(2).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
P_F_Theresa_May(3).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
E_M_Ewan_McGregor(3).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
E_M_Russell_Howard(10).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
E_F_Sarah_Millican(1).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
P_M_Gordon_Brown(19).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
E_F_Julie_Walters(20).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
P_M_keir_starmer(6).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
E_F_Dawn_Roma(4).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
E_M_Simon_Pegg(8).png,1,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
age: 28,gender: Male,handedness: right,61168f1b99f855bfe46cdc36,"10/27/2022, 13:17:07"
