RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2128,E_F_Dawn_Roma(4).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2817,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2257,E_F_Dawn_Roma(4).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1947,E_M_Peter_Kay(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1936,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1443,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
4146,P_M_Gordon_Brown(19).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2040,E_M_Peter_Kay(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
3555,E_M_Michael_McIntyr(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1777,E_F_Jennifer_Saunders.png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2744,E_M_Russell_Howard(10).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2633,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1730,P_M_jeremy_corbyn(2).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2470,E_M_Ewan_McGregor(3).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
4477,E_F_Jennifer_Saunders.png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1876,E_M_Jimmy_Carr(5).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1825,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2377,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
3161,E_M_Simon_Pegg(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1807,P_M_keir_starmer(6).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1827,E_F_Julie_Walters(20).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1711,E_F_Dawn_Roma(4).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2362,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2982,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1970,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2613,P_M_david_camer(14).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
4705,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
5313,E_M_Jimmy_Carr(5).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1726,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1392,E_F_Sarah_Millican(1).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
3184,E_M_Ewan_McGregor(3).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2407,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2723,E_F_Dawn_Roma(4).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1827,E_M_Peter_Kay(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2290,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1854,E_F_Sarah_Millican(1).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1535,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2723,E_F_Sarah_Millican(1).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2515,E_F_Julie_Walters(20).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2903,P_M_jeremy_corbyn(2).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
3097,P_M_Michael_Gove(9).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1796,P_F_Theresa_May(3).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
3214,E_F_Julie_Walters(20).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2045,E_M_Peter_Kay(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1733,P_F_nicola_sturge(10).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2815,E_M_Ewan_McGregor(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1950,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
12834,E_F_Dawn_Roma(4).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1861,P_M_jeremy_corbyn(2).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1706,E_M_Russell_Howard(10).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
7433,E_F_Dawn_Roma(4).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
3344,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
4045,P_M_david_camer(14).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2485,P_M_Gordon_Brown(19).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2055,E_M_Simon_Pegg(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1579,P_M_david_camer(14).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1941,E_M_Simon_Pegg(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
2132,P_M_jeremy_corbyn(2).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1860,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
1693,E_F_Julie_Walters(20).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
3059,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
8817,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
file,isFamiliar,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
E_M_Michael_McIntyr(8).png,0,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
E_F_Dawn_Roma(4).png,0,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
P_M_nigel_farage(5).png,1,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
P_F_nicola_sturge(10).png,0,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
E_F_Jennifer_Saunders.png,1,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
E_M_Russell_Howard(10).png,0,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
E_M_Ewan_McGregor(3).png,0,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
E_F_Sarah_Millican(1).png,1,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
P_F_Theresa_May(3).png,0,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
P_M_Gordon_Brown(19).png,0,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
E_M_Peter_Kay(3).png,0,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
P_M_david_camer(14).png,0,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
P_M_Michael_Gove(9).png,0,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
P_M_jeremy_corbyn(2).png,0,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
P_M_keir_starmer(6).png,0,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
E_M_Jimmy_Carr(5).png,1,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
E_F_Julie_Walters(20).png,1,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
P_M_Sajid_Javid(4).png,1,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
E_M_Simon_Pegg(8).png,1,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
P_M_Tony_Blair.png,1,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
age: 28,gender: Male,handedness: right,5e42da6c4a5ec517392ee0a1,"10/27/2022, 13:20:18"
