RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
3566,E_M_Russell_Howard(10).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1539,E_M_Jimmy_Carr(5).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2588,E_F_Dawn_Roma(4).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1833,E_F_Julie_Walters(20).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2436,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
3015,E_F_Sarah_Millican(1).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1534,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2067,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
6195,E_M_Jimmy_Carr(5).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1695,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2259,E_M_Peter_Kay(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1781,E_M_Russell_Howard(10).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1435,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
3835,E_F_Jennifer_Saunders.png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2291,E_M_Michael_McIntyr(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1635,P_M_Gordon_Brown(19).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2891,E_M_Ewan_McGregor(3).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
3912,E_F_Dawn_Roma(4).png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1957,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2652,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2027,E_F_Sarah_Millican(1).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
3627,E_M_Michael_McIntyr(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
3071,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1999,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1299,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1221,P_F_nicola_sturge(10).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
3899,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2275,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1588,P_F_Theresa_May(3).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1939,E_M_Simon_Pegg(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2706,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
3218,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2012,P_F_nicola_sturge(10).png,P_F_Theresa_May(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
3563,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
3971,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1804,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1932,E_F_Sarah_Millican(1).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
8931,E_F_Dawn_Roma(4).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2051,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2040,E_F_Dawn_Roma(4).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2867,E_M_Jimmy_Carr(5).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1519,P_M_Gordon_Brown(19).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
3836,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1403,E_F_Julie_Walters(20).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1723,E_F_Dawn_Roma(4).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1791,E_F_Dawn_Roma(4).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
5851,E_M_Michael_McIntyr(8).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
2439,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1347,P_M_david_camer(14).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1339,E_F_Jennifer_Saunders.png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
1475,P_M_jeremy_corbyn(2).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
3083,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
file,isFamiliar,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
E_M_Michael_McIntyr(8).png,1,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
P_F_Theresa_May(3).png,1,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
P_M_jeremy_corbyn(2).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
E_F_Jennifer_Saunders.png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
E_F_Julie_Walters(20).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
P_M_Tony_Blair.png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
E_M_Simon_Pegg(8).png,1,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
P_M_Michael_Gove(9).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
E_F_Sarah_Millican(1).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
P_F_nicola_sturge(10).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
P_M_nigel_farage(5).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
P_M_keir_starmer(6).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
E_M_Peter_Kay(3).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
P_M_Sajid_Javid(4).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
E_M_Ewan_McGregor(3).png,1,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
E_F_Dawn_Roma(4).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
E_M_Jimmy_Carr(5).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
P_M_david_camer(14).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
E_M_Russell_Howard(10).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
P_M_Gordon_Brown(19).png,0,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
age: 29,gender: Male,handedness: right,60990c861b856e3f6988306e,"10/27/2022, 13:16:31"
