RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1647,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2286,P_M_Michael_Gove(9).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1959,E_F_Julie_Walters(20).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1368,E_F_Dawn_Roma(4).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1670,E_M_Ewan_McGregor(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1479,P_M_keir_starmer(6).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1515,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2103,E_F_Julie_Walters(20).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2221,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2096,E_F_Julie_Walters(20).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2398,E_F_Dawn_Roma(4).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1667,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1666,P_M_david_camer(14).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1851,E_F_Sarah_Millican(1).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1891,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1459,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1810,P_M_nigel_farage(5).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1547,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1986,E_M_Jimmy_Carr(5).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2315,E_M_Simon_Pegg(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2134,P_M_Gordon_Brown(19).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2479,E_F_Julie_Walters(20).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1840,E_M_Jimmy_Carr(5).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2399,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1712,P_M_keir_starmer(6).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2014,E_M_Jimmy_Carr(5).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1567,E_F_Julie_Walters(20).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1914,E_M_Peter_Kay(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
3464,E_M_Simon_Pegg(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1975,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1547,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2571,E_F_Julie_Walters(20).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2415,E_F_Dawn_Roma(4).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1957,E_F_Julie_Walters(20).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2703,E_F_Jennifer_Saunders.png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2518,E_F_Jennifer_Saunders.png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1911,E_M_Jimmy_Carr(5).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2687,E_F_Dawn_Roma(4).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2679,E_F_Dawn_Roma(4).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
3722,P_M_keir_starmer(6).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2862,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2079,E_M_Peter_Kay(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1863,E_F_Dawn_Roma(4).png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1839,E_F_Dawn_Roma(4).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2262,E_M_Peter_Kay(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1968,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2303,E_F_Dawn_Roma(4).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2387,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2914,E_M_Russell_Howard(10).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2171,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1799,E_M_Michael_McIntyr(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1943,E_M_Jimmy_Carr(5).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2252,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1502,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
2599,E_F_Julie_Walters(20).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
1863,P_F_Theresa_May(3).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
3400,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
4010,P_M_jeremy_corbyn(2).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
file,isFamiliar,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
E_F_Julie_Walters(20).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
P_M_jeremy_corbyn(2).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
P_M_Gordon_Brown(19).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
P_M_Tony_Blair.png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
P_M_keir_starmer(6).png,1,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
P_F_Theresa_May(3).png,1,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
E_M_Russell_Howard(10).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
P_M_david_camer(14).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
E_F_Dawn_Roma(4).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
E_M_Ewan_McGregor(3).png,1,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
E_M_Simon_Pegg(8).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
P_M_Sajid_Javid(4).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
P_M_Michael_Gove(9).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
E_M_Jimmy_Carr(5).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
E_M_Peter_Kay(3).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
P_M_nigel_farage(5).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
E_F_Sarah_Millican(1).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
E_M_Michael_McIntyr(8).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
E_F_Jennifer_Saunders.png,1,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
P_F_nicola_sturge(10).png,0,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
age: 25,gender: Female,handedness: right,5f731eeb424c7804f2ff2936,"10/27/2022, 13:12:36"
