RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
4106,E_F_Jennifer_Saunders.png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
7051,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
7238,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
1629,P_M_Michael_Gove(9).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
1037,E_M_Ewan_McGregor(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
1390,E_M_Ewan_McGregor(3).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
1309,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
1550,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
1487,E_F_Dawn_Roma(4).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
1799,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
1677,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
file,isFamiliar,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
P_M_jeremy_corbyn(2).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
E_F_Julie_Walters(20).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
P_M_david_camer(14).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
E_M_Michael_McIntyr(8).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
P_F_nicola_sturge(10).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
E_M_Simon_Pegg(8).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
P_F_Theresa_May(3).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
E_F_Sarah_Millican(1).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
P_M_Tony_Blair.png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
P_M_Gordon_Brown(19).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
P_M_keir_starmer(6).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
E_M_Ewan_McGregor(3).png,1,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
E_M_Jimmy_Carr(5).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
P_M_Michael_Gove(9).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
E_M_Russell_Howard(10).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
P_M_nigel_farage(5).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
E_F_Dawn_Roma(4).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
E_F_Jennifer_Saunders.png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
P_M_Sajid_Javid(4).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
E_M_Peter_Kay(3).png,0,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
age: 29,gender: Male,handedness: right,5da306a22e89480012ef4176,"10/27/2022, 13:35:36"
