RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
7258,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
3807,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2948,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2395,E_M_Michael_McIntyr(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
3247,E_M_Michael_McIntyr(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
1985,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
3713,E_F_Dawn_Roma(4).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
4701,E_M_Ewan_McGregor(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2822,E_M_Michael_McIntyr(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
3524,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2486,E_M_Ewan_McGregor(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
4747,E_M_Simon_Pegg(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2615,E_M_Peter_Kay(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2490,E_M_Simon_Pegg(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2276,E_F_Julie_Walters(20).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2221,E_M_Michael_McIntyr(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2458,E_M_Jimmy_Carr(5).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2679,E_F_Julie_Walters(20).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
4678,E_F_Julie_Walters(20).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2490,E_F_Sarah_Millican(1).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
3132,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2715,E_F_Sarah_Millican(1).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
7304,P_M_Gordon_Brown(19).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
3069,E_F_Dawn_Roma(4).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2122,E_M_Ewan_McGregor(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
3224,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2434,P_M_Gordon_Brown(19).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
4913,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
3760,E_M_Michael_McIntyr(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
5517,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
1908,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2619,E_F_Dawn_Roma(4).png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2375,P_F_Theresa_May(3).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2200,E_M_Simon_Pegg(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
4729,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2235,E_M_Peter_Kay(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2646,E_F_Sarah_Millican(1).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
2067,E_M_Simon_Pegg(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
3082,E_M_Jimmy_Carr(5).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
file,isFamiliar,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
P_M_Tony_Blair.png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
E_M_Peter_Kay(3).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
P_F_nicola_sturge(10).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
E_F_Dawn_Roma(4).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
E_M_Jimmy_Carr(5).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
P_M_keir_starmer(6).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
E_M_Russell_Howard(10).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
E_M_Michael_McIntyr(8).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
P_M_Michael_Gove(9).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
E_F_Jennifer_Saunders.png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
P_M_jeremy_corbyn(2).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
P_M_david_camer(14).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
P_M_Gordon_Brown(19).png,1,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
P_M_nigel_farage(5).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
E_M_Simon_Pegg(8).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
E_F_Sarah_Millican(1).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
E_M_Ewan_McGregor(3).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
E_F_Julie_Walters(20).png,1,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
P_M_Sajid_Javid(4).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
P_F_Theresa_May(3).png,0,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
age: 25,gender: Female,handedness: left,608abd514dc55c9ffb6ede08,"10/27/2022, 13:32:46"
