"file","vividness","participant","time"
"P_F_nicola_sturge.png",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"E_M_Simon_Pegg.png",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"E_F_Sarah_Millican.png",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"E_M_Peter_Kay.png",4,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"P_M_Gordon_Brown.png",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"P_M_jeremy_corbyn.png",4,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"E_M_Ewan_McGregor.png",4,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"E_M_Russell_Howard.png",4,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"P_M_Sajid_Javid.png",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"P_F_Theresa_May.png",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"E_M_Michael_McIntyr.png",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"P_M_nigel_farage.png",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"P_M_Michael_Gove.png",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"P_M_keir_starmer.png",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"E_F_Dawn_Roma_French.png",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"E_F_Jennifer_Saunders.png",4,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"E_F_Julie_Walters.png",4,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"E_M_Jimmy_Carr.png",4,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"P_M_david_camer.png",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"P_M_Tony_Blair.png",4,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46"
"P_F_Theresa_May.png",2,"58d3c463bfaa440001d1f3a8","10/13/2022, 14:11:46"
"E_F_Dawn_Roma_French.png",2,"58d3c463bfaa440001d1f3a8","10/13/2022, 14:11:46"
"E_F_Sarah_Millican.png",2,"58d3c463bfaa440001d1f3a8","10/13/2022, 14:11:46"
"P_M_nigel_farage.png",2,"58d3c463bfaa440001d1f3a8","10/13/2022, 14:11:46"
"P_M_Tony_Blair.png",2,"58d3c463bfaa440001d1f3a8","10/13/2022, 14:11:46"
