"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness"
"2989","E_F_Jennifer_Saunders.png","E_M_Russell_Howard.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Jennifer_Saunders.png E_M_Russell_Howard.png",0.329455778970519,"ryAns",NA,NA
"3516","E_F_Julie_Walters.png","P_M_keir_starmer.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Julie_Walters.png P_M_keir_starmer.png",0.329455778970519,"ryAns",NA,NA
"2415","E_F_Sarah_Millican.png","E_M_Michael_McIntyr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Sarah_Millican.png E_M_Michael_McIntyr.png",-1.98893673971091,"ryAns",NA,NA
"3159","E_F_Dawn_Roma_French.png","E_M_Peter_Kay.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Dawn_Roma_French.png E_M_Peter_Kay.png",-1.98893673971091,"ryAns",NA,NA
"2585","E_M_Peter_Kay.png","P_M_Tony_Blair.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",4,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Peter_Kay.png P_M_Tony_Blair.png",-4.30732925839235,"ryAns",NA,NA
"2929","E_M_Simon_Pegg.png","P_M_Gordon_Brown.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",4,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Simon_Pegg.png P_M_Gordon_Brown.png",-4.30732925839235,"ryAns",NA,NA
"2196","E_F_Dawn_Roma_French.png","P_M_david_camer.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Dawn_Roma_French.png P_M_david_camer.png",-1.98893673971091,"ryAns",NA,NA
"4162","P_M_Michael_Gove.png","P_M_Tony_Blair.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_M_Michael_Gove.png P_M_Tony_Blair.png",-1.98893673971091,"ryAns",NA,NA
"1443","E_M_Simon_Pegg.png","P_M_david_camer.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Simon_Pegg.png P_M_david_camer.png",-1.98893673971091,"ryAns",NA,NA
"1971","E_F_Jennifer_Saunders.png","P_M_keir_starmer.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Jennifer_Saunders.png P_M_keir_starmer.png",0.329455778970519,"ryAns",NA,NA
"1685","P_F_Theresa_May.png","P_M_nigel_farage.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_F_Theresa_May.png P_M_nigel_farage.png",0.329455778970519,"ryAns",NA,NA
"2973","E_M_Jimmy_Carr.png","E_M_Simon_Pegg.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Jimmy_Carr.png E_M_Simon_Pegg.png",0.329455778970519,"ryAns",NA,NA
"1757","E_M_Ewan_McGregor.png","P_M_Michael_Gove.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Ewan_McGregor.png P_M_Michael_Gove.png",0.329455778970519,"ryAns",NA,NA
"1554","E_F_Julie_Walters.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Julie_Walters.png P_M_nigel_farage.png",0.329455778970519,"ryAns",NA,NA
"3224","P_F_nicola_sturge.png","P_F_Theresa_May.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_F_nicola_sturge.png P_F_Theresa_May.png",-1.98893673971091,"ryAns",NA,NA
"2408","E_F_Julie_Walters.png","P_M_david_camer.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Julie_Walters.png P_M_david_camer.png",0.329455778970519,"ryAns",NA,NA
"1333","P_M_Michael_Gove.png","P_M_Sajid_Javid.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_M_Michael_Gove.png P_M_Sajid_Javid.png",0.329455778970519,"ryAns",NA,NA
"1435","E_F_Sarah_Millican.png","P_M_jeremy_corbyn.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Sarah_Millican.png P_M_jeremy_corbyn.png",0.329455778970519,"ryAns",NA,NA
"1784","E_F_Julie_Walters.png","E_F_Sarah_Millican.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Julie_Walters.png E_F_Sarah_Millican.png",0.329455778970519,"ryAns",NA,NA
"1940","E_F_Dawn_Roma_French.png","E_F_Julie_Walters.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Dawn_Roma_French.png E_F_Julie_Walters.png",0.329455778970519,"ryAns",NA,NA
"1619","E_M_Ewan_McGregor.png","P_M_david_camer.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Ewan_McGregor.png P_M_david_camer.png",0.329455778970519,"ryAns",NA,NA
"1609","E_M_Simon_Pegg.png","P_F_Theresa_May.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Simon_Pegg.png P_F_Theresa_May.png",0.329455778970519,"ryAns",NA,NA
"3747","E_M_Simon_Pegg.png","P_M_Tony_Blair.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",4,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Simon_Pegg.png P_M_Tony_Blair.png",-4.30732925839235,"ryAns",NA,NA
"1911","E_M_Ewan_McGregor.png","P_M_Tony_Blair.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Ewan_McGregor.png P_M_Tony_Blair.png",0.329455778970519,"ryAns",NA,NA
"1760","P_M_Gordon_Brown.png","P_M_Sajid_Javid.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_M_Gordon_Brown.png P_M_Sajid_Javid.png",0.329455778970519,"ryAns",NA,NA
"1974","E_F_Dawn_Roma_French.png","E_F_Sarah_Millican.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Dawn_Roma_French.png E_F_Sarah_Millican.png",0.329455778970519,"ryAns",NA,NA
"1976","E_M_Jimmy_Carr.png","P_M_keir_starmer.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Jimmy_Carr.png P_M_keir_starmer.png",0.329455778970519,"ryAns",NA,NA
"1903","E_F_Sarah_Millican.png","P_M_Sajid_Javid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Sarah_Millican.png P_M_Sajid_Javid.png",0.329455778970519,"ryAns",NA,NA
"1896","E_F_Dawn_Roma_French.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Dawn_Roma_French.png P_M_nigel_farage.png",0.329455778970519,"ryAns",NA,NA
"1685","P_M_keir_starmer.png","P_M_Tony_Blair.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_M_keir_starmer.png P_M_Tony_Blair.png",0.329455778970519,"ryAns",NA,NA
"1606","E_F_Dawn_Roma_French.png","E_F_Jennifer_Saunders.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Dawn_Roma_French.png E_F_Jennifer_Saunders.png",0.329455778970519,"ryAns",NA,NA
"1661","E_F_Julie_Walters.png","P_M_Michael_Gove.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Julie_Walters.png P_M_Michael_Gove.png",0.329455778970519,"ryAns",NA,NA
"2554","E_M_Jimmy_Carr.png","P_M_david_camer.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",5,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Jimmy_Carr.png P_M_david_camer.png",-1.98893673971091,"ryAns",NA,NA
"1827","E_M_Ewan_McGregor.png","E_M_Jimmy_Carr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Ewan_McGregor.png E_M_Jimmy_Carr.png",0.329455778970519,"ryAns",NA,NA
"1896","P_F_nicola_sturge.png","P_M_nigel_farage.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_F_nicola_sturge.png P_M_nigel_farage.png",0.329455778970519,"ryAns",NA,NA
"1430","E_F_Jennifer_Saunders.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Jennifer_Saunders.png P_M_nigel_farage.png",0.329455778970519,"ryAns",NA,NA
"1552","P_M_keir_starmer.png","P_M_nigel_farage.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_M_keir_starmer.png P_M_nigel_farage.png",0.329455778970519,"ryAns",NA,NA
"1498","E_M_Michael_McIntyr.png","P_M_Gordon_Brown.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Michael_McIntyr.png P_M_Gordon_Brown.png",0.329455778970519,"ryAns",NA,NA
"1609","E_F_Julie_Walters.png","P_M_jeremy_corbyn.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Julie_Walters.png P_M_jeremy_corbyn.png",0.329455778970519,"ryAns",NA,NA
"1974","E_F_Dawn_Roma_French.png","P_M_Sajid_Javid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Dawn_Roma_French.png P_M_Sajid_Javid.png",0.329455778970519,"ryAns",NA,NA
"963","P_F_Theresa_May.png","P_M_Gordon_Brown.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_F_Theresa_May.png P_M_Gordon_Brown.png",0.329455778970519,"ryAns",NA,NA
"958","E_F_Sarah_Millican.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Sarah_Millican.png P_M_nigel_farage.png",0.329455778970519,"ryAns",NA,NA
"1363","E_M_Michael_McIntyr.png","E_M_Peter_Kay.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Michael_McIntyr.png E_M_Peter_Kay.png",0.329455778970519,"ryAns",NA,NA
"1659","E_F_Julie_Walters.png","E_M_Peter_Kay.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Julie_Walters.png E_M_Peter_Kay.png",0.329455778970519,"ryAns",NA,NA
"1307","P_M_david_camer.png","P_M_keir_starmer.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_M_david_camer.png P_M_keir_starmer.png",0.329455778970519,"ryAns",NA,NA
"1206","P_F_Theresa_May.png","P_M_Tony_Blair.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_F_Theresa_May.png P_M_Tony_Blair.png",0.329455778970519,"ryAns",NA,NA
"1317","E_M_Russell_Howard.png","P_M_Tony_Blair.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Russell_Howard.png P_M_Tony_Blair.png",0.329455778970519,"ryAns",NA,NA
"1595","E_F_Julie_Walters.png","E_M_Jimmy_Carr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_F_Julie_Walters.png E_M_Jimmy_Carr.png",0.329455778970519,"ryAns",NA,NA
"3054","E_M_Russell_Howard.png","P_M_Gordon_Brown.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Russell_Howard.png P_M_Gordon_Brown.png",0.329455778970519,"ryAns",NA,NA
"1193","P_M_keir_starmer.png","P_M_Michael_Gove.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_M_keir_starmer.png P_M_Michael_Gove.png",0.329455778970519,"ryAns",NA,NA
"2630","E_M_Russell_Howard.png","E_M_Simon_Pegg.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","E_M_Russell_Howard.png E_M_Simon_Pegg.png",0.329455778970519,"ryAns",NA,NA
"1545","P_M_keir_starmer.png","P_M_Sajid_Javid.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_M_keir_starmer.png P_M_Sajid_Javid.png",0.329455778970519,"ryAns",NA,NA
"1338","P_M_david_camer.png","P_M_Tony_Blair.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"5641193817bdbe00122a0f23","10/13/2022, 14:11:46","P_M_david_camer.png P_M_Tony_Blair.png",0.329455778970519,"ryAns",NA,NA
