"pair","img_1","img_2","keyPressed","fc8"
"E_F_Dawn_Roma_French.png E_F_Jennifer_Saunders.png","E_F_Dawn_Roma_French.png","E_F_Jennifer_Saunders.png",0.683354706,0.517772764
"E_F_Dawn_Roma_French.png E_F_Julie_Walters.png","E_F_Dawn_Roma_French.png","E_F_Julie_Walters.png",0.555331469,0.531522721
"E_F_Dawn_Roma_French.png E_F_Sarah_Millican.png","E_F_Dawn_Roma_French.png","E_F_Sarah_Millican.png",0.860026672,1.051187884
"E_F_Dawn_Roma_French.png E_M_Ewan_McGregor.png","E_F_Dawn_Roma_French.png","E_M_Ewan_McGregor.png",0.861853674,1.033190861
"E_F_Dawn_Roma_French.png E_M_Jimmy_Carr.png","E_F_Dawn_Roma_French.png","E_M_Jimmy_Carr.png",0.823380217,1.178035632
"E_F_Dawn_Roma_French.png E_M_Michael_McIntyr.png","E_F_Dawn_Roma_French.png","E_M_Michael_McIntyr.png",0.772920251,1.146208167
"E_F_Dawn_Roma_French.png E_M_Peter_Kay.png","E_F_Dawn_Roma_French.png","E_M_Peter_Kay.png",0.868108585,1.071242653
"E_F_Dawn_Roma_French.png E_M_Russell_Howard.png","E_F_Dawn_Roma_French.png","E_M_Russell_Howard.png",0.820993647,0.837573051
"E_F_Dawn_Roma_French.png E_M_Simon_Pegg.png","E_F_Dawn_Roma_French.png","E_M_Simon_Pegg.png",0.852289885,1.131286249
"E_F_Dawn_Roma_French.png P_F_nicola_sturge.png","E_F_Dawn_Roma_French.png","P_F_nicola_sturge.png",0.715056896,0.84925437
"E_F_Dawn_Roma_French.png P_F_Theresa_May.png","E_F_Dawn_Roma_French.png","P_F_Theresa_May.png",0.800360337,0.795700833
"E_F_Dawn_Roma_French.png P_M_david_camer.png","E_F_Dawn_Roma_French.png","P_M_david_camer.png",0.845621943,0.984593338
"E_F_Dawn_Roma_French.png P_M_Gordon_Brown.png","E_F_Dawn_Roma_French.png","P_M_Gordon_Brown.png",0.793561086,1.143961266
"E_F_Dawn_Roma_French.png P_M_jeremy_corbyn.png","E_F_Dawn_Roma_French.png","P_M_jeremy_corbyn.png",0.899159484,0.928337947
"E_F_Dawn_Roma_French.png P_M_keir_starmer.png","E_F_Dawn_Roma_French.png","P_M_keir_starmer.png",0.744454414,0.918425605
"E_F_Dawn_Roma_French.png P_M_Michael_Gove.png","E_F_Dawn_Roma_French.png","P_M_Michael_Gove.png",0.806674898,1.09120176
"E_F_Dawn_Roma_French.png P_M_nigel_farage.png","E_F_Dawn_Roma_French.png","P_M_nigel_farage.png",0.797108322,1.164513096
"E_F_Dawn_Roma_French.png P_M_Sajid_Javid.png","E_F_Dawn_Roma_French.png","P_M_Sajid_Javid.png",0.882729746,0.911152035
"E_F_Dawn_Roma_French.png P_M_Tony_Blair.png","E_F_Dawn_Roma_French.png","P_M_Tony_Blair.png",0.662326425,1.020476401
"E_F_Jennifer_Saunders.png E_F_Julie_Walters.png","E_F_Jennifer_Saunders.png","E_F_Julie_Walters.png",0.552126884,0.516410589
"E_F_Jennifer_Saunders.png E_F_Sarah_Millican.png","E_F_Jennifer_Saunders.png","E_F_Sarah_Millican.png",0.786582276,1.00492319
"E_F_Jennifer_Saunders.png E_M_Ewan_McGregor.png","E_F_Jennifer_Saunders.png","E_M_Ewan_McGregor.png",0.746210903,0.923949644
"E_F_Jennifer_Saunders.png E_M_Jimmy_Carr.png","E_F_Jennifer_Saunders.png","E_M_Jimmy_Carr.png",0.879081763,1.230644301
"E_F_Jennifer_Saunders.png E_M_Michael_McIntyr.png","E_F_Jennifer_Saunders.png","E_M_Michael_McIntyr.png",0.752902225,1.09304031
"E_F_Jennifer_Saunders.png E_M_Peter_Kay.png","E_F_Jennifer_Saunders.png","E_M_Peter_Kay.png",0.885854892,1.234778434
"E_F_Jennifer_Saunders.png E_M_Russell_Howard.png","E_F_Jennifer_Saunders.png","E_M_Russell_Howard.png",0.701063991,0.796633959
"E_F_Jennifer_Saunders.png E_M_Simon_Pegg.png","E_F_Jennifer_Saunders.png","E_M_Simon_Pegg.png",0.775052801,0.903565779
"E_F_Jennifer_Saunders.png P_F_nicola_sturge.png","E_F_Jennifer_Saunders.png","P_F_nicola_sturge.png",0.61276406,0.80935128
"E_F_Jennifer_Saunders.png P_F_Theresa_May.png","E_F_Jennifer_Saunders.png","P_F_Theresa_May.png",0.645455599,0.597948909
"E_F_Jennifer_Saunders.png P_M_david_camer.png","E_F_Jennifer_Saunders.png","P_M_david_camer.png",0.8060866,0.961275641
"E_F_Jennifer_Saunders.png P_M_Gordon_Brown.png","E_F_Jennifer_Saunders.png","P_M_Gordon_Brown.png",0.718167275,1.043961722
"E_F_Jennifer_Saunders.png P_M_jeremy_corbyn.png","E_F_Jennifer_Saunders.png","P_M_jeremy_corbyn.png",0.890500851,0.965444971
"E_F_Jennifer_Saunders.png P_M_keir_starmer.png","E_F_Jennifer_Saunders.png","P_M_keir_starmer.png",0.709687501,0.902125627
"E_F_Jennifer_Saunders.png P_M_Michael_Gove.png","E_F_Jennifer_Saunders.png","P_M_Michael_Gove.png",0.753994107,0.950234044
"E_F_Jennifer_Saunders.png P_M_nigel_farage.png","E_F_Jennifer_Saunders.png","P_M_nigel_farage.png",0.824887469,1.033404049
"E_F_Jennifer_Saunders.png P_M_Sajid_Javid.png","E_F_Jennifer_Saunders.png","P_M_Sajid_Javid.png",0.924530782,1.16951099
"E_F_Jennifer_Saunders.png P_M_Tony_Blair.png","E_F_Jennifer_Saunders.png","P_M_Tony_Blair.png",0.676734269,0.781664684
"E_F_Julie_Walters.png E_F_Sarah_Millican.png","E_F_Julie_Walters.png","E_F_Sarah_Millican.png",0.734112084,1.079440609
"E_F_Julie_Walters.png E_M_Ewan_McGregor.png","E_F_Julie_Walters.png","E_M_Ewan_McGregor.png",0.77620326,0.945344742
