"pair","img_1","img_2","keyPressed","fc8"
"E_F_Dawn_Roma_French.png E_F_Jennifer_Saunders.png","E_F_Dawn_Roma_French.png","E_F_Jennifer_Saunders.png",0.813217983,1.105833806
"E_F_Dawn_Roma_French.png E_F_Julie_Walters.png","E_F_Dawn_Roma_French.png","E_F_Julie_Walters.png",0.708178341,0.922031738
"E_F_Dawn_Roma_French.png E_F_Sarah_Millican.png","E_F_Dawn_Roma_French.png","E_F_Sarah_Millican.png",0.762262255,0.735057205
"E_F_Dawn_Roma_French.png E_M_Ewan_McGregor.png","E_F_Dawn_Roma_French.png","E_M_Ewan_McGregor.png",0.847857326,0.902340032
"E_F_Dawn_Roma_French.png E_M_Jimmy_Carr.png","E_F_Dawn_Roma_French.png","E_M_Jimmy_Carr.png",0.862407193,0.912632927
"E_F_Dawn_Roma_French.png E_M_Michael_McIntyr.png","E_F_Dawn_Roma_French.png","E_M_Michael_McIntyr.png",0.77182363,0.812606871
"E_F_Dawn_Roma_French.png E_M_Peter_Kay.png","E_F_Dawn_Roma_French.png","E_M_Peter_Kay.png",0.843249157,1.014021583
"E_F_Dawn_Roma_French.png E_M_Russell_Howard.png","E_F_Dawn_Roma_French.png","E_M_Russell_Howard.png",0.853300229,0.960241724
"E_F_Dawn_Roma_French.png E_M_Simon_Pegg.png","E_F_Dawn_Roma_French.png","E_M_Simon_Pegg.png",0.808586091,0.764663801
"E_F_Dawn_Roma_French.png P_F_nicola_sturge.png","E_F_Dawn_Roma_French.png","P_F_nicola_sturge.png",0.739047825,0.749373615
"E_F_Dawn_Roma_French.png P_F_Theresa_May.png","E_F_Dawn_Roma_French.png","P_F_Theresa_May.png",0.788460672,1.027927594
"E_F_Dawn_Roma_French.png P_M_david_camer.png","E_F_Dawn_Roma_French.png","P_M_david_camer.png",0.86275667,0.998090215
"E_F_Dawn_Roma_French.png P_M_Gordon_Brown.png","E_F_Dawn_Roma_French.png","P_M_Gordon_Brown.png",0.830659926,0.924083352
"E_F_Dawn_Roma_French.png P_M_jeremy_corbyn.png","E_F_Dawn_Roma_French.png","P_M_jeremy_corbyn.png",0.859478652,1.009305279
"E_F_Dawn_Roma_French.png P_M_keir_starmer.png","E_F_Dawn_Roma_French.png","P_M_keir_starmer.png",0.804041475,0.914452977
"E_F_Dawn_Roma_French.png P_M_Michael_Gove.png","E_F_Dawn_Roma_French.png","P_M_Michael_Gove.png",0.755844906,0.933295272
"E_F_Dawn_Roma_French.png P_M_nigel_farage.png","E_F_Dawn_Roma_French.png","P_M_nigel_farage.png",0.781917721,1.07390625
"E_F_Dawn_Roma_French.png P_M_Sajid_Javid.png","E_F_Dawn_Roma_French.png","P_M_Sajid_Javid.png",0.783349127,1.000160901
"E_F_Dawn_Roma_French.png P_M_Tony_Blair.png","E_F_Dawn_Roma_French.png","P_M_Tony_Blair.png",0.863370568,0.996617074
"E_F_Jennifer_Saunders.png E_F_Julie_Walters.png","E_F_Jennifer_Saunders.png","E_F_Julie_Walters.png",0.475446284,0.444052577
"E_F_Jennifer_Saunders.png E_F_Sarah_Millican.png","E_F_Jennifer_Saunders.png","E_F_Sarah_Millican.png",0.69795388,0.915843941
"E_F_Jennifer_Saunders.png E_M_Ewan_McGregor.png","E_F_Jennifer_Saunders.png","E_M_Ewan_McGregor.png",0.811588332,1.200159192
"E_F_Jennifer_Saunders.png E_M_Jimmy_Carr.png","E_F_Jennifer_Saunders.png","E_M_Jimmy_Carr.png",0.868744403,1.383734584
"E_F_Jennifer_Saunders.png E_M_Michael_McIntyr.png","E_F_Jennifer_Saunders.png","E_M_Michael_McIntyr.png",0.720551074,0.988316155
"E_F_Jennifer_Saunders.png E_M_Peter_Kay.png","E_F_Jennifer_Saunders.png","E_M_Peter_Kay.png",0.792766258,0.999862088
"E_F_Jennifer_Saunders.png E_M_Russell_Howard.png","E_F_Jennifer_Saunders.png","E_M_Russell_Howard.png",0.789298967,0.989525763
"E_F_Jennifer_Saunders.png E_M_Simon_Pegg.png","E_F_Jennifer_Saunders.png","E_M_Simon_Pegg.png",0.802450582,1.092631765
"E_F_Jennifer_Saunders.png P_F_nicola_sturge.png","E_F_Jennifer_Saunders.png","P_F_nicola_sturge.png",0.675080806,0.875046745
"E_F_Jennifer_Saunders.png P_F_Theresa_May.png","E_F_Jennifer_Saunders.png","P_F_Theresa_May.png",0.525966913,0.573534489
"E_F_Jennifer_Saunders.png P_M_david_camer.png","E_F_Jennifer_Saunders.png","P_M_david_camer.png",0.79990989,1.075998962
"E_F_Jennifer_Saunders.png P_M_Gordon_Brown.png","E_F_Jennifer_Saunders.png","P_M_Gordon_Brown.png",0.751300558,0.970842442
"E_F_Jennifer_Saunders.png P_M_jeremy_corbyn.png","E_F_Jennifer_Saunders.png","P_M_jeremy_corbyn.png",0.761607632,0.84420675
"E_F_Jennifer_Saunders.png P_M_keir_starmer.png","E_F_Jennifer_Saunders.png","P_M_keir_starmer.png",0.740917861,1.042603105
"E_F_Jennifer_Saunders.png P_M_Michael_Gove.png","E_F_Jennifer_Saunders.png","P_M_Michael_Gove.png",0.718603939,1.101681694
"E_F_Jennifer_Saunders.png P_M_nigel_farage.png","E_F_Jennifer_Saunders.png","P_M_nigel_farage.png",0.862862557,1.399766415
"E_F_Jennifer_Saunders.png P_M_Sajid_Javid.png","E_F_Jennifer_Saunders.png","P_M_Sajid_Javid.png",0.920147799,1.216886118
"E_F_Jennifer_Saunders.png P_M_Tony_Blair.png","E_F_Jennifer_Saunders.png","P_M_Tony_Blair.png",0.668862879,0.854222432
"E_F_Julie_Walters.png E_F_Sarah_Millican.png","E_F_Julie_Walters.png","E_F_Sarah_Millican.png",0.651248217,0.815101445
"E_F_Julie_Walters.png E_M_Ewan_McGregor.png","E_F_Julie_Walters.png","E_M_Ewan_McGregor.png",0.816393152,1.231736407
"E_F_Julie_Walters.png E_M_Jimmy_Carr.png","E_F_Julie_Walters.png","E_M_Jimmy_Carr.png",0.769784212,1.192335382
"E_F_Julie_Walters.png E_M_Michael_McIntyr.png","E_F_Julie_Walters.png","E_M_Michael_McIntyr.png",0.759983286,1.105378345
"E_F_Julie_Walters.png E_M_Peter_Kay.png","E_F_Julie_Walters.png","E_M_Peter_Kay.png",0.811541781,0.95976818
"E_F_Julie_Walters.png E_M_Russell_Howard.png","E_F_Julie_Walters.png","E_M_Russell_Howard.png",0.736952543,1.076133795
"E_F_Julie_Walters.png E_M_Simon_Pegg.png","E_F_Julie_Walters.png","E_M_Simon_Pegg.png",0.81866537,1.015205936
"E_F_Julie_Walters.png P_F_nicola_sturge.png","E_F_Julie_Walters.png","P_F_nicola_sturge.png",0.731403619,0.892677434
"E_F_Julie_Walters.png P_F_Theresa_May.png","E_F_Julie_Walters.png","P_F_Theresa_May.png",0.676186323,0.810315311
"E_F_Julie_Walters.png P_M_david_camer.png","E_F_Julie_Walters.png","P_M_david_camer.png",0.839877129,1.195687443
"E_F_Julie_Walters.png P_M_Gordon_Brown.png","E_F_Julie_Walters.png","P_M_Gordon_Brown.png",0.792790264,0.908785626
"E_F_Julie_Walters.png P_M_jeremy_corbyn.png","E_F_Julie_Walters.png","P_M_jeremy_corbyn.png",0.831934988,0.912821122
"E_F_Julie_Walters.png P_M_keir_starmer.png","E_F_Julie_Walters.png","P_M_keir_starmer.png",0.741745204,0.806420043
"E_F_Julie_Walters.png P_M_Michael_Gove.png","E_F_Julie_Walters.png","P_M_Michael_Gove.png",0.649039716,0.819507912
"E_F_Julie_Walters.png P_M_nigel_farage.png","E_F_Julie_Walters.png","P_M_nigel_farage.png",0.823427156,1.322663426
"E_F_Julie_Walters.png P_M_Sajid_Javid.png","E_F_Julie_Walters.png","P_M_Sajid_Javid.png",0.766349331,1.112744339
"E_F_Julie_Walters.png P_M_Tony_Blair.png","E_F_Julie_Walters.png","P_M_Tony_Blair.png",0.725236684,0.960005332
"E_F_Sarah_Millican.png E_M_Ewan_McGregor.png","E_F_Sarah_Millican.png","E_M_Ewan_McGregor.png",0.817022622,1.153532624
"E_F_Sarah_Millican.png E_M_Jimmy_Carr.png","E_F_Sarah_Millican.png","E_M_Jimmy_Carr.png",0.788250357,0.891035251
"E_F_Sarah_Millican.png E_M_Michael_McIntyr.png","E_F_Sarah_Millican.png","E_M_Michael_McIntyr.png",0.755629092,0.852028668
"E_F_Sarah_Millican.png E_M_Peter_Kay.png","E_F_Sarah_Millican.png","E_M_Peter_Kay.png",0.741088122,0.816319495
"E_F_Sarah_Millican.png E_M_Russell_Howard.png","E_F_Sarah_Millican.png","E_M_Russell_Howard.png",0.74236539,0.941290468
"E_F_Sarah_Millican.png E_M_Simon_Pegg.png","E_F_Sarah_Millican.png","E_M_Simon_Pegg.png",0.813327044,0.959628418
"E_F_Sarah_Millican.png P_F_nicola_sturge.png","E_F_Sarah_Millican.png","P_F_nicola_sturge.png",0.747772157,0.822668254
"E_F_Sarah_Millican.png P_F_Theresa_May.png","E_F_Sarah_Millican.png","P_F_Theresa_May.png",0.802502543,1.068444058
"E_F_Sarah_Millican.png P_M_david_camer.png","E_F_Sarah_Millican.png","P_M_david_camer.png",0.871612117,1.150019839
"E_F_Sarah_Millican.png P_M_Gordon_Brown.png","E_F_Sarah_Millican.png","P_M_Gordon_Brown.png",0.793126702,0.944636162
"E_F_Sarah_Millican.png P_M_jeremy_corbyn.png","E_F_Sarah_Millican.png","P_M_jeremy_corbyn.png",0.781568289,0.925505318
"E_F_Sarah_Millican.png P_M_keir_starmer.png","E_F_Sarah_Millican.png","P_M_keir_starmer.png",0.716221839,0.960686561
"E_F_Sarah_Millican.png P_M_Michael_Gove.png","E_F_Sarah_Millican.png","P_M_Michael_Gove.png",0.699373126,0.771955326
"E_F_Sarah_Millican.png P_M_nigel_farage.png","E_F_Sarah_Millican.png","P_M_nigel_farage.png",0.825805247,1.076180883
"E_F_Sarah_Millican.png P_M_Sajid_Javid.png","E_F_Sarah_Millican.png","P_M_Sajid_Javid.png",0.802714065,1.058786098
"E_F_Sarah_Millican.png P_M_Tony_Blair.png","E_F_Sarah_Millican.png","P_M_Tony_Blair.png",0.82249859,1.080227472
"E_M_Ewan_McGregor.png E_M_Jimmy_Carr.png","E_M_Ewan_McGregor.png","E_M_Jimmy_Carr.png",0.762679085,0.784088969
"E_M_Ewan_McGregor.png E_M_Michael_McIntyr.png","E_M_Ewan_McGregor.png","E_M_Michael_McIntyr.png",0.792935595,1.046537582
"E_M_Ewan_McGregor.png E_M_Peter_Kay.png","E_M_Ewan_McGregor.png","E_M_Peter_Kay.png",0.798847884,0.875604875
"E_M_Ewan_McGregor.png E_M_Russell_Howard.png","E_M_Ewan_McGregor.png","E_M_Russell_Howard.png",0.618493885,0.706540108
"E_M_Ewan_McGregor.png E_M_Simon_Pegg.png","E_M_Ewan_McGregor.png","E_M_Simon_Pegg.png",0.605608284,0.64875403
"E_M_Ewan_McGregor.png P_F_nicola_sturge.png","E_M_Ewan_McGregor.png","P_F_nicola_sturge.png",0.847317696,1.072660469
"E_M_Ewan_McGregor.png P_F_Theresa_May.png","E_M_Ewan_McGregor.png","P_F_Theresa_May.png",0.849891648,1.135683656
"E_M_Ewan_McGregor.png P_M_david_camer.png","E_M_Ewan_McGregor.png","P_M_david_camer.png",0.638940275,0.868995249
"E_M_Ewan_McGregor.png P_M_Gordon_Brown.png","E_M_Ewan_McGregor.png","P_M_Gordon_Brown.png",0.820630342,1.044457618
"E_M_Ewan_McGregor.png P_M_jeremy_corbyn.png","E_M_Ewan_McGregor.png","P_M_jeremy_corbyn.png",0.75329119,0.840511963
"E_M_Ewan_McGregor.png P_M_keir_starmer.png","E_M_Ewan_McGregor.png","P_M_keir_starmer.png",0.757820964,0.796912715
"E_M_Ewan_McGregor.png P_M_Michael_Gove.png","E_M_Ewan_McGregor.png","P_M_Michael_Gove.png",0.805887923,1.143269122
"E_M_Ewan_McGregor.png P_M_nigel_farage.png","E_M_Ewan_McGregor.png","P_M_nigel_farage.png",0.789644301,1.020353835
"E_M_Ewan_McGregor.png P_M_Sajid_Javid.png","E_M_Ewan_McGregor.png","P_M_Sajid_Javid.png",0.844866604,1.031276815
"E_M_Ewan_McGregor.png P_M_Tony_Blair.png","E_M_Ewan_McGregor.png","P_M_Tony_Blair.png",0.719435304,0.730230778
"E_M_Jimmy_Carr.png E_M_Michael_McIntyr.png","E_M_Jimmy_Carr.png","E_M_Michael_McIntyr.png",0.651231736,0.821043879
"E_M_Jimmy_Carr.png E_M_Peter_Kay.png","E_M_Jimmy_Carr.png","E_M_Peter_Kay.png",0.850902751,0.975020356
"E_M_Jimmy_Carr.png E_M_Russell_Howard.png","E_M_Jimmy_Carr.png","E_M_Russell_Howard.png",0.803638786,0.961423796
"E_M_Jimmy_Carr.png E_M_Simon_Pegg.png","E_M_Jimmy_Carr.png","E_M_Simon_Pegg.png",0.796720579,0.839759722
"E_M_Jimmy_Carr.png P_F_nicola_sturge.png","E_M_Jimmy_Carr.png","P_F_nicola_sturge.png",0.787924781,0.944040988
"E_M_Jimmy_Carr.png P_F_Theresa_May.png","E_M_Jimmy_Carr.png","P_F_Theresa_May.png",0.900001094,1.343793869
"E_M_Jimmy_Carr.png P_M_david_camer.png","E_M_Jimmy_Carr.png","P_M_david_camer.png",0.875905596,1.040061131
"E_M_Jimmy_Carr.png P_M_Gordon_Brown.png","E_M_Jimmy_Carr.png","P_M_Gordon_Brown.png",0.708680183,0.833494008
"E_M_Jimmy_Carr.png P_M_jeremy_corbyn.png","E_M_Jimmy_Carr.png","P_M_jeremy_corbyn.png",0.910381831,1.21944122
"E_M_Jimmy_Carr.png P_M_keir_starmer.png","E_M_Jimmy_Carr.png","P_M_keir_starmer.png",0.771432221,0.875647113
"E_M_Jimmy_Carr.png P_M_Michael_Gove.png","E_M_Jimmy_Carr.png","P_M_Michael_Gove.png",0.847357914,0.914373554
"E_M_Jimmy_Carr.png P_M_nigel_farage.png","E_M_Jimmy_Carr.png","P_M_nigel_farage.png",0.747952282,0.791465193
"E_M_Jimmy_Carr.png P_M_Sajid_Javid.png","E_M_Jimmy_Carr.png","P_M_Sajid_Javid.png",0.740817189,0.907990478
"E_M_Jimmy_Carr.png P_M_Tony_Blair.png","E_M_Jimmy_Carr.png","P_M_Tony_Blair.png",0.778125674,0.944905177
"E_M_Michael_McIntyr.png E_M_Peter_Kay.png","E_M_Michael_McIntyr.png","E_M_Peter_Kay.png",0.792087138,1.08751858
"E_M_Michael_McIntyr.png E_M_Russell_Howard.png","E_M_Michael_McIntyr.png","E_M_Russell_Howard.png",0.781658515,1.05040206
"E_M_Michael_McIntyr.png E_M_Simon_Pegg.png","E_M_Michael_McIntyr.png","E_M_Simon_Pegg.png",0.814886659,1.057785057
"E_M_Michael_McIntyr.png P_F_nicola_sturge.png","E_M_Michael_McIntyr.png","P_F_nicola_sturge.png",0.709729791,0.762802318
"E_M_Michael_McIntyr.png P_F_Theresa_May.png","E_M_Michael_McIntyr.png","P_F_Theresa_May.png",0.680100471,0.99129655
"E_M_Michael_McIntyr.png P_M_david_camer.png","E_M_Michael_McIntyr.png","P_M_david_camer.png",0.843289822,1.155577332
"E_M_Michael_McIntyr.png P_M_Gordon_Brown.png","E_M_Michael_McIntyr.png","P_M_Gordon_Brown.png",0.741078615,1.071425065
"E_M_Michael_McIntyr.png P_M_jeremy_corbyn.png","E_M_Michael_McIntyr.png","P_M_jeremy_corbyn.png",0.888719678,1.225313768
"E_M_Michael_McIntyr.png P_M_keir_starmer.png","E_M_Michael_McIntyr.png","P_M_keir_starmer.png",0.83998993,1.113566853
"E_M_Michael_McIntyr.png P_M_Michael_Gove.png","E_M_Michael_McIntyr.png","P_M_Michael_Gove.png",0.7291269,0.896486968
"E_M_Michael_McIntyr.png P_M_nigel_farage.png","E_M_Michael_McIntyr.png","P_M_nigel_farage.png",0.606381655,0.854877189
"E_M_Michael_McIntyr.png P_M_Sajid_Javid.png","E_M_Michael_McIntyr.png","P_M_Sajid_Javid.png",0.853584439,1.125943884
"E_M_Michael_McIntyr.png P_M_Tony_Blair.png","E_M_Michael_McIntyr.png","P_M_Tony_Blair.png",0.759293184,0.792690516
"E_M_Peter_Kay.png E_M_Russell_Howard.png","E_M_Peter_Kay.png","E_M_Russell_Howard.png",0.753759146,0.867121026
"E_M_Peter_Kay.png E_M_Simon_Pegg.png","E_M_Peter_Kay.png","E_M_Simon_Pegg.png",0.779766724,0.920194075
"E_M_Peter_Kay.png P_F_nicola_sturge.png","E_M_Peter_Kay.png","P_F_nicola_sturge.png",0.736620635,0.908573255
"E_M_Peter_Kay.png P_F_Theresa_May.png","E_M_Peter_Kay.png","P_F_Theresa_May.png",0.817049176,1.191087246
"E_M_Peter_Kay.png P_M_david_camer.png","E_M_Peter_Kay.png","P_M_david_camer.png",0.743181378,0.943816986
"E_M_Peter_Kay.png P_M_Gordon_Brown.png","E_M_Peter_Kay.png","P_M_Gordon_Brown.png",0.685250908,0.651201755
"E_M_Peter_Kay.png P_M_jeremy_corbyn.png","E_M_Peter_Kay.png","P_M_jeremy_corbyn.png",0.797127873,0.973425061
"E_M_Peter_Kay.png P_M_keir_starmer.png","E_M_Peter_Kay.png","P_M_keir_starmer.png",0.677702695,0.703626037
"E_M_Peter_Kay.png P_M_Michael_Gove.png","E_M_Peter_Kay.png","P_M_Michael_Gove.png",0.819146231,0.952470064
"E_M_Peter_Kay.png P_M_nigel_farage.png","E_M_Peter_Kay.png","P_M_nigel_farage.png",0.898394279,1.309797168
"E_M_Peter_Kay.png P_M_Sajid_Javid.png","E_M_Peter_Kay.png","P_M_Sajid_Javid.png",0.756347045,0.911637783
"E_M_Peter_Kay.png P_M_Tony_Blair.png","E_M_Peter_Kay.png","P_M_Tony_Blair.png",0.883727215,1.332607448
"E_M_Russell_Howard.png E_M_Simon_Pegg.png","E_M_Russell_Howard.png","E_M_Simon_Pegg.png",0.750301272,0.865752324
"E_M_Russell_Howard.png P_F_nicola_sturge.png","E_M_Russell_Howard.png","P_F_nicola_sturge.png",0.855428845,1.117646329
"E_M_Russell_Howard.png P_F_Theresa_May.png","E_M_Russell_Howard.png","P_F_Theresa_May.png",0.804931954,1.071577318
"E_M_Russell_Howard.png P_M_david_camer.png","E_M_Russell_Howard.png","P_M_david_camer.png",0.763625398,1.039770372
"E_M_Russell_Howard.png P_M_Gordon_Brown.png","E_M_Russell_Howard.png","P_M_Gordon_Brown.png",0.816624105,0.958183855
"E_M_Russell_Howard.png P_M_jeremy_corbyn.png","E_M_Russell_Howard.png","P_M_jeremy_corbyn.png",0.803060755,0.915670596
"E_M_Russell_Howard.png P_M_keir_starmer.png","E_M_Russell_Howard.png","P_M_keir_starmer.png",0.62707901,0.534966141
"E_M_Russell_Howard.png P_M_Michael_Gove.png","E_M_Russell_Howard.png","P_M_Michael_Gove.png",0.826852918,1.274453133
"E_M_Russell_Howard.png P_M_nigel_farage.png","E_M_Russell_Howard.png","P_M_nigel_farage.png",0.75640431,0.980672058
"E_M_Russell_Howard.png P_M_Sajid_Javid.png","E_M_Russell_Howard.png","P_M_Sajid_Javid.png",0.815561339,1.359237611
"E_M_Russell_Howard.png P_M_Tony_Blair.png","E_M_Russell_Howard.png","P_M_Tony_Blair.png",0.75164704,0.974464029
"E_M_Simon_Pegg.png P_F_nicola_sturge.png","E_M_Simon_Pegg.png","P_F_nicola_sturge.png",0.772154838,0.915210009
"E_M_Simon_Pegg.png P_F_Theresa_May.png","E_M_Simon_Pegg.png","P_F_Theresa_May.png",0.741075486,1.019054592
"E_M_Simon_Pegg.png P_M_david_camer.png","E_M_Simon_Pegg.png","P_M_david_camer.png",0.764220729,1.066564798
"E_M_Simon_Pegg.png P_M_Gordon_Brown.png","E_M_Simon_Pegg.png","P_M_Gordon_Brown.png",0.750820056,0.95026353
"E_M_Simon_Pegg.png P_M_jeremy_corbyn.png","E_M_Simon_Pegg.png","P_M_jeremy_corbyn.png",0.674663931,0.900262743
"E_M_Simon_Pegg.png P_M_keir_starmer.png","E_M_Simon_Pegg.png","P_M_keir_starmer.png",0.762177765,0.828018948
"E_M_Simon_Pegg.png P_M_Michael_Gove.png","E_M_Simon_Pegg.png","P_M_Michael_Gove.png",0.754397213,1.0220148
"E_M_Simon_Pegg.png P_M_nigel_farage.png","E_M_Simon_Pegg.png","P_M_nigel_farage.png",0.768732682,0.976962093
"E_M_Simon_Pegg.png P_M_Sajid_Javid.png","E_M_Simon_Pegg.png","P_M_Sajid_Javid.png",0.852556974,1.223097697
"E_M_Simon_Pegg.png P_M_Tony_Blair.png","E_M_Simon_Pegg.png","P_M_Tony_Blair.png",0.665751219,0.617896646
"P_F_nicola_sturge.png P_F_Theresa_May.png","P_F_nicola_sturge.png","P_F_Theresa_May.png",0.663235337,0.784436554
"P_F_nicola_sturge.png P_M_david_camer.png","P_F_nicola_sturge.png","P_M_david_camer.png",0.798117638,1.141475722
"P_F_nicola_sturge.png P_M_Gordon_Brown.png","P_F_nicola_sturge.png","P_M_Gordon_Brown.png",0.741631776,0.750541821
"P_F_nicola_sturge.png P_M_jeremy_corbyn.png","P_F_nicola_sturge.png","P_M_jeremy_corbyn.png",0.889184363,1.267300665
"P_F_nicola_sturge.png P_M_keir_starmer.png","P_F_nicola_sturge.png","P_M_keir_starmer.png",0.709235489,0.93254184
"P_F_nicola_sturge.png P_M_Michael_Gove.png","P_F_nicola_sturge.png","P_M_Michael_Gove.png",0.763980731,0.991366522
"P_F_nicola_sturge.png P_M_nigel_farage.png","P_F_nicola_sturge.png","P_M_nigel_farage.png",0.856153831,1.230167255
"P_F_nicola_sturge.png P_M_Sajid_Javid.png","P_F_nicola_sturge.png","P_M_Sajid_Javid.png",0.857420355,0.929495692
"P_F_nicola_sturge.png P_M_Tony_Blair.png","P_F_nicola_sturge.png","P_M_Tony_Blair.png",0.81866698,1.242470056
"P_F_Theresa_May.png P_M_david_camer.png","P_F_Theresa_May.png","P_M_david_camer.png",0.68901962,0.829970106
"P_F_Theresa_May.png P_M_Gordon_Brown.png","P_F_Theresa_May.png","P_M_Gordon_Brown.png",0.888795123,1.300782591
"P_F_Theresa_May.png P_M_jeremy_corbyn.png","P_F_Theresa_May.png","P_M_jeremy_corbyn.png",0.746617079,0.908335239
"P_F_Theresa_May.png P_M_keir_starmer.png","P_F_Theresa_May.png","P_M_keir_starmer.png",0.865284368,1.338646412
"P_F_Theresa_May.png P_M_Michael_Gove.png","P_F_Theresa_May.png","P_M_Michael_Gove.png",0.658182681,0.869932219
"P_F_Theresa_May.png P_M_nigel_farage.png","P_F_Theresa_May.png","P_M_nigel_farage.png",0.776046157,1.040576398
"P_F_Theresa_May.png P_M_Sajid_Javid.png","P_F_Theresa_May.png","P_M_Sajid_Javid.png",0.89343068,1.26135546
"P_F_Theresa_May.png P_M_Tony_Blair.png","P_F_Theresa_May.png","P_M_Tony_Blair.png",0.702119261,0.692014545
"P_M_david_camer.png P_M_Gordon_Brown.png","P_M_david_camer.png","P_M_Gordon_Brown.png",0.83159171,1.095327266
"P_M_david_camer.png P_M_jeremy_corbyn.png","P_M_david_camer.png","P_M_jeremy_corbyn.png",0.728524715,0.780595884
