"","E_F_angelina_jolie.jpg","E_F_jennifer_aniston.jpg","E_F_Judi_Dench.jpg","E_F_Kate_Winslet.jpg","E_F_keira_knightley.jpg","E_F_sandra_bullock.jpg","E_M_Hugh_Grant.jpg","E_M_michael_caine.jpg","E_M_nicolas_cage.jpg","E_M_robert_de_niro.jpg","E_M_tom_hankes.jpg","P_F_hillary_clinton.jpg","P_F_nicola_sturgeon.jpg","P_F_tehresy_may.jpg","P_M_bill_clinton.jpg","P_M_boris_johnson.jpg","P_M_david_cameron.jpg","P_M_donald_trump.jpg","P_M_george_Wbush.jpg","P_M_Tony_Blair.jpg"
"E_F_angelina_jolie.jpg",NA,-1.46136860687769,-0.737187971303026,-1.13127967453776,-1.07703173982137,-1.37474768630584,-0.270223194376376,-0.00268704578507068,-0.302460518021887,-0.353413476655249,-0.520837034209214,0.204003552905455,0.657834621249309,0.722040289957764,0.7371206760706,0.97658952056952,0.9813004149225,0.997819182726312,1.03871644206672,0.933591182703657
"E_F_jennifer_aniston.jpg",-1.46136860687769,NA,-0.777961049734379,-1.14701531268163,-1.3181900119908,-1.44417487126787,-0.43575096427556,-0.00320668012987765,-0.264695258148161,-0.328486675576712,-0.511884740318241,0.179042757196576,0.650848859991118,0.801821065454016,0.705265418016751,1.00276150253769,1.0132329732974,1.06257360642359,0.928863554986955,1.00221785363259
"E_F_Judi_Dench.jpg",-0.737187971303026,-0.777961049734379,NA,-0.877522765622591,-0.801078039964708,-0.722866249182162,-0.507612743919812,-0.318186195440443,-0.2472220164637,-0.339644986625787,-0.25757045266236,0.25849560329637,0.274500822143055,0.0786154540684803,0.883356211874616,0.51596250053019,0.673660228658403,0.887076290787134,0.849304556361101,0.741620569529507
"E_F_Kate_Winslet.jpg",-1.13127967453776,-1.14701531268163,-0.877522765622591,NA,-1.41071464323402,-0.95895159953261,-0.655672285204672,-0.122428556006177,-0.243489623178383,-0.276674175080709,-0.403443942389656,0.444626332046668,0.610235208666407,0.460727218095161,0.950389095823843,0.852054940418925,0.976544582007686,0.979045194026332,1.08140152799929,0.729167762059243
"E_F_keira_knightley.jpg",-1.07703173982137,-1.3181900119908,-0.801078039964708,-1.41071464323402,NA,-0.965128168854703,-0.728627728510383,-0.178145215084662,-0.478177105894425,-0.194464413844189,-0.298304667595273,0.666261306688072,0.578165764590312,0.634528371315307,0.800807759962393,0.959050479781234,0.683472252434675,1.08067406416571,1.07577059464469,0.887549713586474
"E_F_sandra_bullock.jpg",-1.37474768630584,-1.44417487126787,-0.722866249182162,-0.95895159953261,-0.965128168854703,NA,-0.566129869138882,-0.0772947418914287,-0.194412637238941,-0.380136746044584,-0.620009327881497,0.395226821567695,0.589595464329349,0.560595231660469,0.810494396672355,0.980002171614391,0.951615845205065,1.03074463032369,0.913705199770317,0.734655724165941
"E_M_Hugh_Grant.jpg",-0.270223194376376,-0.43575096427556,-0.507612743919812,-0.655672285204672,-0.728627728510383,-0.566129869138882,NA,-0.698830013772498,-1.01974692927276,-0.76914356838835,-0.968558424549048,0.665501600860306,0.745789063792395,0.528094686178711,0.356797621981893,0.292667620307584,-0.177501526986026,0.668503959346462,0.465853231169352,-0.0811705773664953
"E_M_michael_caine.jpg",-0.00268704578507068,-0.00320668012987765,-0.318186195440443,-0.122428556006177,-0.178145215084662,-0.0772947418914287,-0.698830013772498,NA,-1.1496634373184,-0.794074722130569,-0.947322843018203,0.463130979850589,0.939436449154783,0.490213723057206,0.216236277371634,0.372106987667312,0.0840720686704025,0.468655755135085,0.424803073006945,0.345017930950338
"E_M_nicolas_cage.jpg",-0.302460518021887,-0.264695258148161,-0.2472220164637,-0.243489623178383,-0.478177105894425,-0.194412637238941,-1.01974692927276,-1.1496634373184,NA,-1.01687469237058,-0.934377019968152,0.772375706954111,0.73434389437351,0.914761618916954,0.246886898265813,0.734710874952355,0.193185920826524,0.720193266068076,0.558624232341722,0.467646163261669
"E_M_robert_de_niro.jpg",-0.353413476655249,-0.328486675576712,-0.339644986625787,-0.276674175080709,-0.194464413844189,-0.380136746044584,-0.76914356838835,-0.794074722130569,-1.01687469237058,NA,-0.963600254335111,0.559116028502554,0.978050964968148,0.891144235074935,0.273210101145549,0.614720444385937,0.552836342872676,0.398548300675315,0.361764962344396,0.426747311727597
