"pair","img_1","img_2","keyPressed"
"E_M_Russell_Howard.png P_M_Michael_Gove.png","E_M_Russell_Howard.png","P_M_Michael_Gove.png",0.3802673
"E_M_Russell_Howard.png P_M_Tony_Blair.png","E_M_Russell_Howard.png","P_M_Tony_Blair.png",0.39946705
"E_M_Russell_Howard.png P_M_nigel_farage.png","E_M_Russell_Howard.png","P_M_nigel_farage.png",0.34837997
"E_M_Russell_Howard.png P_M_david_camer.png","E_M_Russell_Howard.png","P_M_david_camer.png",0.32187724
"E_M_Russell_Howard.png P_M_Sajid_Javid.png","E_M_Russell_Howard.png","P_M_Sajid_Javid.png",0.3763945
"E_M_Russell_Howard.png E_M_Jimmy_Carr.png","E_M_Russell_Howard.png","E_M_Jimmy_Carr.png",0.230285
"E_M_Russell_Howard.png E_F_Jennifer_Saunders.png","E_M_Russell_Howard.png","E_F_Jennifer_Saunders.png",0.3505329
"E_M_Russell_Howard.png P_M_keir_starmer.png","E_M_Russell_Howard.png","P_M_keir_starmer.png",0.2827268
"E_M_Russell_Howard.png E_F_Julie_Walters.png","E_M_Russell_Howard.png","E_F_Julie_Walters.png",0.3949039
"E_M_Russell_Howard.png E_M_Simon_Pegg.png","E_M_Russell_Howard.png","E_M_Simon_Pegg.png",0.2362054
"E_M_Russell_Howard.png E_M_Ewan_McGregor.png","E_M_Russell_Howard.png","E_M_Ewan_McGregor.png",0.2414798
"E_M_Russell_Howard.png E_F_Sarah_Millican.png","E_M_Russell_Howard.png","E_F_Sarah_Millican.png",0.2945258
"E_M_Russell_Howard.png E_M_Peter_Kay.png","E_M_Russell_Howard.png","E_M_Peter_Kay.png",0.26526046
"E_M_Russell_Howard.png P_F_nicola_sturge.png","E_M_Russell_Howard.png","P_F_nicola_sturge.png",0.41678226
"E_M_Russell_Howard.png P_F_Theresa_May.png","E_M_Russell_Howard.png","P_F_Theresa_May.png",0.3711787
"E_M_Russell_Howard.png P_M_Gordon_Brown.png","E_M_Russell_Howard.png","P_M_Gordon_Brown.png",0.2993632
"E_M_Russell_Howard.png E_M_Michael_McIntyr.png","E_M_Russell_Howard.png","E_M_Michael_McIntyr.png",0.23751765
"E_M_Russell_Howard.png P_M_jeremy_corbyn.png","E_M_Russell_Howard.png","P_M_jeremy_corbyn.png",0.37189245
"E_M_Russell_Howard.png E_F_Dawn_Roma_French.png","E_M_Russell_Howard.png","E_F_Dawn_Roma_French.png",0.3867782
"P_M_Michael_Gove.png P_M_Tony_Blair.png","P_M_Michael_Gove.png","P_M_Tony_Blair.png",0.1813444
"P_M_Michael_Gove.png P_M_nigel_farage.png","P_M_Michael_Gove.png","P_M_nigel_farage.png",0.16687125
"P_M_Michael_Gove.png P_M_david_camer.png","P_M_Michael_Gove.png","P_M_david_camer.png",0.1606178
"P_M_Michael_Gove.png P_M_Sajid_Javid.png","P_M_Michael_Gove.png","P_M_Sajid_Javid.png",0.1921029
"P_M_Michael_Gove.png E_M_Jimmy_Carr.png","P_M_Michael_Gove.png","E_M_Jimmy_Carr.png",0.38087004
"P_M_Michael_Gove.png E_F_Jennifer_Saunders.png","P_M_Michael_Gove.png","E_F_Jennifer_Saunders.png",0.4392848
"P_M_Michael_Gove.png P_M_keir_starmer.png","P_M_Michael_Gove.png","P_M_keir_starmer.png",0.29389703
"P_M_Michael_Gove.png E_F_Julie_Walters.png","P_M_Michael_Gove.png","E_F_Julie_Walters.png",0.5007838
