RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2370,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1461,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
5093,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2249,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
13813,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2008,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1397,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2843,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2433,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1480,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1733,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2888,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2149,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2336,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1643,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2415,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1725,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2336,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1960,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
4772,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
6081,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2803,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1481,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1526,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2775,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1626,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1797,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1811,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2244,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2516,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2654,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
3117,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2495,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1773,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2064,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
72846,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2074,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1743,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1662,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1823,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
29893,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
3113,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1808,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1548,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2080,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1657,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1863,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2319,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
13598,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1919,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2201,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1673,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1891,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1590,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1590,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2521,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1773,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
3141,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2380,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2850,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2872,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2482,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2485,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2531,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
1814,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
4560,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
2046,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60f00a1b3de9eb7951c66b53,"06/30/2022, 14:55:54"
