RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
2755,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
2342,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
1814,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
1926,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
1518,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
1617,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
4098,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
2416,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
1473,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
file,isFamiliar,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
P_M_nigel_farage.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
P_M_Michael_Gove.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
E_F_Jennifer_Saunders.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
E_M_Peter_Kay.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
P_F_Theresa_May.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
P_M_jeremy_corbyn.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
E_F_Dawn_Roma_French.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
P_M_Sajid_Javid.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
P_M_david_camer.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
P_M_Gordon_Brown.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
E_F_Julie_Walters.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
E_M_Jimmy_Carr.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
E_M_Michael_McIntyr.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
P_M_keir_starmer.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
P_M_Tony_Blair.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
E_F_Sarah_Millican.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
E_M_Russell_Howard.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
E_M_Ewan_McGregor.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
P_F_nicola_sturge.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
E_M_Simon_Pegg.png,1,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
age: 25,gender: Female,handedness: right,5f4bd540586c807baf3f17d3,"06/30/2022, 14:54:37"
