RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
2060,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
1929,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
2383,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
file,isFamiliar,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
P_M_nigel_farage.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
E_M_Ewan_McGregor.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
P_M_jeremy_corbyn.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
P_M_Michael_Gove.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
E_M_Jimmy_Carr.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
E_F_Julie_Walters.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
P_F_nicola_sturge.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
E_F_Jennifer_Saunders.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
E_F_Dawn_Roma_French.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
E_M_Michael_McIntyr.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
E_M_Russell_Howard.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
P_M_Gordon_Brown.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
P_M_david_camer.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
P_M_keir_starmer.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
P_M_Tony_Blair.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
P_F_Theresa_May.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
E_F_Sarah_Millican.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
E_M_Simon_Pegg.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
E_M_Peter_Kay.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
P_M_Sajid_Javid.png,1,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
age: 31,gender: Female,handedness: right,6095cb4f3d06266bed0cd913,"06/30/2022, 14:49:37"
