RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
5630,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
6419,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
5067,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
3876,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
3657,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
70568,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2376,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
837,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2504,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
1460,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2017,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2186,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2376,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2390,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2385,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
5246,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2316,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
11155,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
7646,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
7822,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
1730,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
16108,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
9347,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2292,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2476,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2603,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
1771,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
8257,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
8979,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2449,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
1447,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
1164,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
1920,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
4721,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
3239,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2704,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
1783,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2640,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
5465,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
4834,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
10319,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
9033,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
4349,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
1840,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2095,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2451,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2287,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
4979,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
4180,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2364,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
15733,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
23935,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
44094,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
1125,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2261,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
3928,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
5151,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
3421,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
2926,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
file,isFamiliar,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
P_M_jeremy_corbyn.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
P_M_nigel_farage.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
P_M_Tony_Blair.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
E_F_Jennifer_Saunders.png,0,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
E_M_Jimmy_Carr.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
E_F_Dawn_Roma_French.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
P_F_Theresa_May.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
P_M_Gordon_Brown.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
P_M_keir_starmer.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
E_M_Simon_Pegg.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
E_M_Russell_Howard.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
E_M_Peter_Kay.png,0,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
P_F_nicola_sturge.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
E_M_Ewan_McGregor.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
E_F_Sarah_Millican.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
P_M_Sajid_Javid.png,0,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
E_F_Julie_Walters.png,0,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
E_M_Michael_McIntyr.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
P_M_david_camer.png,1,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
P_M_Michael_Gove.png,0,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
age: 30,gender: Female,handedness: right,5cae3d6b6f6415001d3ac9a6,"06/30/2022, 15:15:23"
