RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
3452,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2431,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2254,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2080,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
1849,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2064,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
1846,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2086,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2206,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2850,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
3881,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
11645,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
4027,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
3159,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
4162,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
3042,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2764,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2781,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2502,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
1906,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
1759,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
1640,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2637,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
1978,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2283,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
1964,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2303,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
2964,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
4998,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
18298,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
file,isFamiliar,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
P_M_Michael_Gove.png,0,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
P_M_david_camer.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
P_M_Sajid_Javid.png,0,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
E_F_Julie_Walters.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
P_F_nicola_sturge.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
E_M_Russell_Howard.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
E_M_Michael_McIntyr.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
E_M_Simon_Pegg.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
P_M_nigel_farage.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
E_M_Peter_Kay.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
E_F_Jennifer_Saunders.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
P_M_keir_starmer.png,0,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
P_M_jeremy_corbyn.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
P_M_Gordon_Brown.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
P_F_Theresa_May.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
P_M_Tony_Blair.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
E_M_Jimmy_Carr.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
E_F_Dawn_Roma_French.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
E_F_Sarah_Millican.png,1,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
E_M_Ewan_McGregor.png,0,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
age: 28,gender: Female,handedness: right,5b76febccee87f0001f989ac,"06/30/2022, 14:51:59"
