RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
7090,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2646,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2465,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2951,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2290,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2307,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2748,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2342,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3140,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2560,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
6302,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2181,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2813,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2449,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
4447,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
1992,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2132,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3371,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
7013,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3539,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2581,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2422,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3314,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3053,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3749,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2256,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3082,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3923,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3655,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3054,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2538,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3328,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2545,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
1986,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2182,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3989,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
1863,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2378,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3155,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2849,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
1893,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2536,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2496,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2974,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2414,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
8637,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
3022,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2669,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
2183,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
file,isFamiliar,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
P_M_Gordon_Brown.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
P_F_Theresa_May.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
E_M_Russell_Howard.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
P_M_Sajid_Javid.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
P_M_jeremy_corbyn.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
E_F_Dawn_Roma_French.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
E_F_Julie_Walters.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
E_M_Michael_McIntyr.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
E_M_Peter_Kay.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
P_M_keir_starmer.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
P_M_nigel_farage.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
P_M_Michael_Gove.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
E_M_Jimmy_Carr.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
P_F_nicola_sturge.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
E_M_Ewan_McGregor.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
P_M_Tony_Blair.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
P_M_david_camer.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
E_F_Sarah_Millican.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
E_M_Simon_Pegg.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
E_F_Jennifer_Saunders.png,1,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
age: 35,gender: Female,handedness: right,608ef46bbc5de958af2d6183,"06/30/2022, 15:10:03"
