RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
6284,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2826,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
4086,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
1750,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3990,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2332,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3252,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
1950,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2334,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2022,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2260,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2179,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3759,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3678,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3844,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
1996,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2044,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2705,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2680,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2346,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2740,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2444,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
4616,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
7178,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
5505,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3440,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2774,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2789,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2549,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
5104,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3529,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2326,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
4937,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3605,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
5635,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
5737,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3474,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2128,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
5244,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3824,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2747,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
4071,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2641,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3038,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3373,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3200,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2710,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
3019,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
4626,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2907,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
1969,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
5217,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
2372,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
file,isFamiliar,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
E_M_Michael_McIntyr.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
E_M_Peter_Kay.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
E_M_Russell_Howard.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
P_M_Tony_Blair.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
E_F_Jennifer_Saunders.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
E_M_Simon_Pegg.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
E_M_Ewan_McGregor.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
P_M_nigel_farage.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
E_F_Dawn_Roma_French.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
E_M_Jimmy_Carr.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
P_M_Michael_Gove.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
P_M_keir_starmer.png,0,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
E_F_Julie_Walters.png,0,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
P_F_Theresa_May.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
P_M_david_camer.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
E_F_Sarah_Millican.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
P_M_jeremy_corbyn.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
P_M_Gordon_Brown.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
P_M_Sajid_Javid.png,0,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
P_F_nicola_sturge.png,1,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
age: 27,gender: Female,handedness: right,59ad23d45ea0f300012816ad,"06/30/2022, 15:11:02"
