RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
4163,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2411,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2410,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
3218,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2829,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2922,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2419,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
3146,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2548,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
3292,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
3465,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2781,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2957,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2618,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2548,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
3564,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2706,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2499,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
3622,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2754,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
6516,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2616,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
3856,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2373,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2326,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
3130,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
4055,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2404,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2982,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2776,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2396,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2579,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2557,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
3183,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
3645,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2801,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2956,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2930,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
3818,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2459,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2971,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2603,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
3753,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2792,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
2450,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
file,isFamiliar,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
P_F_Theresa_May.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
E_F_Sarah_Millican.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
E_M_Peter_Kay.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
E_F_Julie_Walters.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
E_F_Dawn_Roma_French.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
P_M_Michael_Gove.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
P_M_keir_starmer.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
P_M_david_camer.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
P_M_Gordon_Brown.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
P_M_Tony_Blair.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
P_F_nicola_sturge.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
P_M_Sajid_Javid.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
E_F_Jennifer_Saunders.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
E_M_Michael_McIntyr.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
P_M_jeremy_corbyn.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
E_M_Jimmy_Carr.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
E_M_Ewan_McGregor.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
E_M_Russell_Howard.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
P_M_nigel_farage.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
E_M_Simon_Pegg.png,1,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
age: 28,gender: Female,handedness: right,55ef58d4b9401300137f42a1,"06/30/2022, 14:58:44"
