RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
6294,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
7176,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3655,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3506,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4919,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3205,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
6291,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3441,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4767,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4933,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4170,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
5268,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
7181,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
5070,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3923,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4880,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4608,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4965,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
5475,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4317,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2963,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3035,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4785,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
5923,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4641,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
11376,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
5424,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4319,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4717,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
6317,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2528,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
5082,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3481,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
5042,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2716,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4932,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2439,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3619,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2654,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
5475,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2347,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2978,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3330,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
5163,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3574,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4168,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2784,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3795,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4364,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4768,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2658,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3970,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4570,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2478,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2383,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2689,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4470,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4925,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4597,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3064,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
4071,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2623,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2193,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
6180,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
2593,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3927,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3832,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
3774,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b5d6507ba7ec90001fe85ff,"06/30/2022, 14:57:16"
