RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1364,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1772,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
4679,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1987,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1671,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1592,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
2965,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1651,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1626,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1506,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1603,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1669,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1913,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
2261,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1484,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
2041,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1907,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1859,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1747,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
2164,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
2091,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
8321,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1447,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
3858,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
2284,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1113,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1515,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1659,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1181,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
2300,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1620,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
2693,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1309,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1520,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
2992,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
2692,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
2254,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
2780,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1719,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
4179,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1678,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1277,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1138,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1490,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1183,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1693,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1305,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1779,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1318,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1566,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
1114,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
file,isFamiliar,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
E_F_Sarah_Millican.png,0,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
P_M_keir_starmer.png,0,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
P_M_Gordon_Brown.png,1,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
P_M_Tony_Blair.png,1,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
E_M_Ewan_McGregor.png,1,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
P_M_Michael_Gove.png,0,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
P_M_david_camer.png,1,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
E_M_Simon_Pegg.png,1,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
E_F_Jennifer_Saunders.png,0,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
P_M_jeremy_corbyn.png,1,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
E_M_Jimmy_Carr.png,1,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
E_M_Michael_McIntyr.png,1,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
P_F_nicola_sturge.png,0,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
E_F_Julie_Walters.png,0,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
P_F_Theresa_May.png,1,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
E_M_Russell_Howard.png,1,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
P_M_nigel_farage.png,1,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
P_M_Sajid_Javid.png,1,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
E_M_Peter_Kay.png,0,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
E_F_Dawn_Roma_French.png,0,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
age: 26,gender: Female,handedness: right,5e93641d8028056ac36b16d9,"06/30/2022, 14:49:41"
