RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
2963,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
4100,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
4664,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3568,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
8577,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
8030,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
6011,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3924,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
2720,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
2521,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3287,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
5204,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
4907,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
9512,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
6885,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3736,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
5511,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
6229,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3448,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3265,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
2908,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
5055,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
10258,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
4566,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
4320,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3710,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
5845,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
10315,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3787,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
10595,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
8929,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
13944,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3186,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
7698,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
2804,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
2830,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
2981,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
15061,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3820,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
10299,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3609,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3062,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3649,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
6025,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
10225,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3113,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
4766,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
2334,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
5971,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
5260,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
8866,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
6465,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
5262,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
2641,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
4735,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
3066,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
2931,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
11151,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
7262,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
7804,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
6093,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
6658,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
6744,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e80b109ca1800791e1ca40c,"06/30/2022, 15:04:43"
