RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2083,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
1914,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2626,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
3873,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2357,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2307,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2393,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
6109,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
3559,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
1940,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
3183,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2233,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2973,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2906,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
4043,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2534,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
3878,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2143,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
1973,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
1936,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2989,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2110,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2184,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2120,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
1793,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
1984,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2450,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
3155,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
1663,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
1950,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2406,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2344,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2620,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2016,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
3366,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2211,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
3957,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
3503,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2244,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
1990,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2301,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2348,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2255,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
6107,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
6776,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
2263,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
file,isFamiliar,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
E_F_Jennifer_Saunders.png,0,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
P_M_Gordon_Brown.png,0,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
P_M_jeremy_corbyn.png,1,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
E_M_Russell_Howard.png,1,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
E_F_Julie_Walters.png,0,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
P_M_nigel_farage.png,1,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
P_M_Michael_Gove.png,0,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
E_M_Michael_McIntyr.png,1,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
E_M_Ewan_McGregor.png,1,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
E_M_Simon_Pegg.png,1,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
E_F_Dawn_Roma_French.png,0,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
P_F_Theresa_May.png,1,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
P_M_Tony_Blair.png,1,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
E_F_Sarah_Millican.png,1,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
E_M_Peter_Kay.png,1,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
P_M_Sajid_Javid.png,0,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
P_M_david_camer.png,0,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
E_M_Jimmy_Carr.png,1,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
P_F_nicola_sturge.png,0,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
P_M_keir_starmer.png,0,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
age: 29,gender: Female,handedness: right,5e834e7dabbe02071f564087,"06/30/2022, 14:52:06"
