RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1793,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
2031,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1785,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1602,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1796,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
2476,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
2536,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1927,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1575,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1071,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1575,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1751,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
2478,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1659,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
2298,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
2297,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
3534,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
3924,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1621,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1239,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1230,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
2127,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1934,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1759,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1072,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1622,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1460,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
17896,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1710,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1457,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1598,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1682,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1726,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1690,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1240,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1406,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1376,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
2326,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1468,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1464,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1854,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
2583,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1319,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1459,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
2448,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
1462,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
file,isFamiliar,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
P_F_Theresa_May.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
P_M_Michael_Gove.png,0,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
P_M_nigel_farage.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
E_M_Jimmy_Carr.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
P_M_david_camer.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
E_M_Simon_Pegg.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
E_F_Jennifer_Saunders.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
E_M_Peter_Kay.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
P_M_Tony_Blair.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
E_M_Russell_Howard.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
P_M_keir_starmer.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
E_F_Sarah_Millican.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
E_F_Julie_Walters.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
P_M_jeremy_corbyn.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
E_M_Michael_McIntyr.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
E_F_Dawn_Roma_French.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
P_F_nicola_sturge.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
P_M_Gordon_Brown.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
P_M_Sajid_Javid.png,0,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
E_M_Ewan_McGregor.png,1,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
age: 30,gender: Male,handedness: right,5b99844206635100010e9b34,"06/30/2022, 14:49:52"
