RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
2208,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
2004,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
2388,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
2611,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
1652,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
1505,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
1641,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
1404,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
1729,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
3001,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
2703,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
1783,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
1273,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
2281,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
2420,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
2141,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
2394,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
1668,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
1933,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
2786,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
2151,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
file,isFamiliar,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
E_M_Hugh_Grant.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
P_F_nicola_sturgeon.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
E_F_sandra_bullock.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
P_M_bill_clinton.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
P_M_donald_trump.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
P_M_george_Wbush.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
E_F_keira_knightley.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
E_M_nicolas_cage.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
P_F_tehresy_may.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
P_F_hillary_clinton.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
E_F_Kate_Winslet.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
E_M_michael_caine.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
E_M_tom_hankes.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
P_M_Tony_Blair.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
P_M_david_cameron.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
P_M_boris_johnson.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
E_F_angelina_jolie.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
E_F_Judi_Dench.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
E_F_jennifer_aniston.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
E_M_robert_de_niro.jpg,1,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
age: 26,gender: Male,handedness: left,5b6994d2a263aa0001c556a9,"04/26/2022, 13:54:04"
