RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1549,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1935,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1999,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2274,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2759,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2345,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1953,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2440,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2042,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1656,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1472,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2120,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2106,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1774,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1879,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1707,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1583,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
3006,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2121,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1697,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1867,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2865,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2268,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2183,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2034,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1404,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1771,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1569,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1697,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1752,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1729,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1751,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1856,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1868,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1661,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1639,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1951,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
3485,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1652,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1954,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1816,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1622,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1756,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1457,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2063,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1832,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1910,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1598,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1811,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
3231,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2335,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1902,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1933,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
4013,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1610,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2182,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1635,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2633,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1544,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1591,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1895,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1900,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1810,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2260,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1667,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1568,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1920,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1890,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
1625,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
2719,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
3383,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61561f25dc3e4e3f0077afc6,"04/26/2022, 13:52:01"
