RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2338,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3454,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4205,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2628,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3855,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2533,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2787,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2504,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3638,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2902,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2630,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2861,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4045,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3924,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2334,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2920,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3140,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
6173,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3495,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2577,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4291,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4425,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2435,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2153,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3475,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2664,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2533,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2278,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2489,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3643,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2527,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3828,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2405,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3152,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2689,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2298,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2275,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
9686,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
18569,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
18327,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
5900,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
7007,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
6525,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,580886502e30a90001da9441,"04/26/2022, 13:51:54"
5281,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
7294,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4074,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3549,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3036,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4124,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2699,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2532,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2880,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2909,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4349,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2623,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2690,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
6222,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
6228,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
6346,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4456,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3019,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3546,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3720,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3803,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
9990,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,580886502e30a90001da9441,"04/26/2022, 13:51:54"
32654,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2067,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3333,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3179,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
10842,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
1802,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
1942,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
1686,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
6269,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2970,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2447,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
1614,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2027,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
1724,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2945,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
1896,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2528,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
1932,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
7639,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2188,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2311,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2334,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2357,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2872,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2907,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2178,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3363,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3192,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2581,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4113,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2922,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2522,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2270,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3539,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,580886502e30a90001da9441,"04/26/2022, 13:51:54"
1831,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2360,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
1719,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2438,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3236,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4128,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2908,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3205,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3303,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2956,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4435,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3198,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3051,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
11946,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2453,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3268,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3278,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3431,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
6004,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2914,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2589,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2514,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
