RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
12999,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
5753,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
8765,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
3810,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
5581,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
15036,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2981,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
4380,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
5671,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
5469,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
3503,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
3819,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2128,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
3194,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
1657,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2544,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2258,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
4340,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2257,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2777,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
6976,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
4891,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
16892,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
13261,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
1744,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
1955,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
3238,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2081,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
1837,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
6780,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2089,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2004,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
10965,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2316,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
1411,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
1483,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
5211,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
4594,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
7054,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
1463,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
1718,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2630,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
1622,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
8102,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
1882,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
8339,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
6137,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2129,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2889,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2672,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
23273,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
3546,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2819,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
7228,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
11813,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
3479,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2354,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
1453,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2547,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
5772,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
3563,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
5162,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
3520,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
1600,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2778,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2628,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
2891,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6147c5874b61952e42e9b2bd,"04/26/2022, 14:00:57"
