RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4464,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
2647,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5030,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7423,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
10648,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8236,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4794,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3674,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
9719,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6067,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
9040,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6122,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8296,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6271,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5173,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
9899,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
2250,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3656,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
2710,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5632,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8121,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6439,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3404,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6832,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3912,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4208,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6645,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5528,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5952,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7554,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7418,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8124,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7270,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8731,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7219,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
11882,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5494,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5542,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
12796,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
9473,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7344,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3545,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
9353,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5304,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
11552,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5901,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8867,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3592,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3802,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7073,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6418,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5881,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
10179,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
file,isFamiliar,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
E_M_robert_de_niro.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
E_M_michael_caine.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
E_F_sandra_bullock.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
P_F_hillary_clinton.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
E_M_nicolas_cage.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
P_M_david_cameron.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
E_M_tom_hankes.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
P_M_boris_johnson.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
P_F_nicola_sturgeon.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
P_M_donald_trump.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
P_M_bill_clinton.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
E_M_Hugh_Grant.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
E_F_angelina_jolie.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
E_F_Judi_Dench.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
P_M_Tony_Blair.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
P_M_george_Wbush.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
E_F_jennifer_aniston.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
E_F_keira_knightley.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
P_F_tehresy_may.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
E_F_Kate_Winslet.jpg,1,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
age: 32,gender: Male,handedness: right,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
