RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5661,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6042,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5442,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7977,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7007,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6013,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7092,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9813,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5984,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9361,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8485,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6115,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6794,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6392,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5679,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8050,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5632,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5848,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
10145,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6262,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6135,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7244,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5873,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9613,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8478,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6122,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9195,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5883,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6556,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7330,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7040,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5851,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6806,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6445,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
10959,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7882,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5372,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5555,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9520,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5811,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8476,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5407,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8993,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7070,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7368,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7165,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7098,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
11494,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5497,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5961,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8312,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8197,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7775,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5296,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
file,isFamiliar,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
E_F_sandra_bullock.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
E_F_Judi_Dench.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
P_M_Tony_Blair.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
E_M_michael_caine.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
E_F_angelina_jolie.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
E_F_Kate_Winslet.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
E_M_Hugh_Grant.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
E_M_robert_de_niro.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
P_M_donald_trump.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
E_M_nicolas_cage.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
P_F_nicola_sturgeon.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
P_M_boris_johnson.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
E_M_tom_hankes.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
P_F_tehresy_may.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
P_M_bill_clinton.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
E_F_jennifer_aniston.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
E_F_keira_knightley.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
P_M_george_Wbush.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
P_F_hillary_clinton.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
P_M_david_cameron.jpg,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
age: 29,gender: Female,handedness: right,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
