RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
2333,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
5005,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3550,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4503,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3932,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
6209,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3372,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4622,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3822,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
14255,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
11379,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3281,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4400,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4530,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
2678,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
6236,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
13611,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
8902,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
6958,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3770,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3010,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3837,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3740,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
19960,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
23793,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
12640,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
8066,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
14951,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
2833,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4314,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
7268,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
10657,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
8304,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
16280,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3348,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
6789,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
1964,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3825,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3378,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
2882,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3220,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
2544,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4173,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
2921,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
1938,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4979,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3537,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4156,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3630,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3874,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4057,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3536,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4184,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3858,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3722,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
19471,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
2636,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3699,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
2827,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
3354,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4459,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4109,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
4912,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,6079d5594e04ae457e6646c6,"04/26/2022, 14:05:24"
