RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2040,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2133,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1856,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
3443,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1507,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2302,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
3204,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
3050,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1652,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2478,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1555,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
3911,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
3313,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
4075,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1741,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2773,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
3560,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1986,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1773,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2563,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1790,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1403,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1378,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2016,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
3248,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
3052,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
9657,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1974,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2077,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
4684,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1984,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1880,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
3419,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2240,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1950,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2133,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1933,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1580,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1832,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1578,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1714,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1625,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2270,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1941,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1505,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2393,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1524,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2620,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2470,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1818,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1569,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2556,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1703,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2134,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1602,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2336,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1944,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
1785,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
2966,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
file,isFamiliar,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
P_M_boris_johnson.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
E_F_Kate_Winslet.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
E_F_angelina_jolie.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
P_M_david_cameron.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
P_M_bill_clinton.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
E_M_robert_de_niro.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
P_F_nicola_sturgeon.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
E_F_Judi_Dench.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
E_M_michael_caine.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
P_M_george_Wbush.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
E_M_nicolas_cage.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
E_F_keira_knightley.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
E_F_sandra_bullock.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
P_F_hillary_clinton.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
P_M_Tony_Blair.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
E_M_tom_hankes.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
P_F_tehresy_may.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
E_M_Hugh_Grant.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
E_F_jennifer_aniston.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
P_M_donald_trump.jpg,1,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
age: 25,gender: Female,handedness: right,5eeb58ec4c86582a76ff55ec,"04/26/2022, 13:52:41"
